id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
10418107,NCU,,,PreservedSpecimen,363eb6ab-1293-49c5-9bab-e7e880cdbcbc,NCU00054337,5112,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Heckenbleikner, Herbert; Stewart Radford, Laurie M.",8/4/1938,,,,,,"Hechenbleikner, Herbert","Stewart Radford, Laurie M.",s.n.,8/4/1938,1938,8,4,216,,,,In pasture,,,,,,,,,,,,,,,United States,North Carolina,Macon,,about 1.25 miles below Cullassaja Falls [sic; Cullasaja Falls],,0,,35.102711,-83.268554,WGS84,301,,"McCormick, Carol Ann",,GeoLocate,,= 1.25 mi S of Cullasaja Falls,,,,,,,,en,maysaaraba,12/9/2019 16:50,,206,urn:uuid:363eb6ab-1293-49c5-9bab-e7e880cdbcbc,http://sernecportal.org/portal/collections/individual/index.php?occid=10418107
9251808,WCUH,,,PreservedSpecimen,15097f5d-1988-42ab-b106-2b7cc8d77d6a,WCUH0014794,24053,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Carlson, Dan; Carlson, Paul",11/10/1998,,,,,,"Carlson, Dan","Carlson, Paul",12282,11/10/1998,1998,11,10,314,,,,,,(Butternut) A few young trees noted.,,,,,,,,,,,,,United States,North Carolina,Macon,,Whitmire river island in the Gneiss Community.,,0,,35.133428,-83.281262,WGS84,3036,,"mccormick, carol ann",,GeoLocate,,#NAME?,665,,,,,,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:15097f5d-1988-42ab-b106-2b7cc8d77d6a,http://sernecportal.org/portal/collections/individual/index.php?occid=9251808
10418126,NCU,,,PreservedSpecimen,89a6b25b-f4f0-42a0-87f5-7df36ba2cb72,NCU00105033,590204,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Schwartzman, Edward",6/23/2006,,,,,,"Schwartzman, Edward",,24,6/23/2006,2006,6,23,174,,6/23/2006,,Thin buffer along large river levee,,Butternut,,,,,,,,,,,,,United States,North Carolina,Transylvania,,North bank of French Broad River in Transylvania County. Between Rosman and Island Ford Bridge,,0,,35.143721,-82.821243,WGS84,1248,,"McCormick, Carol Ann",,GeoLocate,,= Rosman; Island Ford Bridge not found,693,,,,,,,en,maysaaraba,12/9/2019 16:50,,206,urn:uuid:89a6b25b-f4f0-42a0-87f5-7df36ba2cb72,http://sernecportal.org/portal/collections/individual/index.php?occid=10418126
9251911,WCUH,,,PreservedSpecimen,0084015d-7fd5-4124-807b-fc53a07f5fc5,WCUH0014801,21204,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Pittillo, J. Dan",5/13/1989,,,,,,"Pittillo, J. Dan","Dellinger, B.; Moritz, C.; McDowell, G. W.",10196,5/13/1989,1989,5,13,133,,,,Hornblende gneiss area. Cove hardwoods over hornblende.,,"(Butternut) Seedlings scattered, few.",,,,,,,,,,,,,United States,North Carolina,Henderson,,Green River Cove ast of Green River Gap.,,0,,35.161974,-82.590345,WGS84,715,,"mccormick, carol ann",,GeoLocate,,#NAME?,731,,,,,,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:0084015d-7fd5-4124-807b-fc53a07f5fc5,http://sernecportal.org/portal/collections/individual/index.php?occid=9251911
9251920,WCUH,,,PreservedSpecimen,6cefcc86-f0d7-4eb8-b160-af0b9555c45e,WCUH0014802,22179,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Pittillo, J. Dan",5/13/1989,,,,,,"Pittillo, J. Dan","Dellinger, Bob; Moritz, Craig; McDowell, G. W.",10172,5/13/1989,1989,5,13,133,,,,Hornblende gneiss area.,,(Butternut),,,,,,,,,,,,,United States,North Carolina,Henderson,,Green River Cove east of Green River Gap.,,0,,35.162009,-82.590603,WGS84,301,,"mccormick, carol ann",,GeoLocate,,#NAME?,731,,,,,,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:6cefcc86-f0d7-4eb8-b160-af0b9555c45e,http://sernecportal.org/portal/collections/individual/index.php?occid=9251920
10418119,NCU,,,PreservedSpecimen,a925f397-98c7-4ae6-b0fe-ca22bdb48d46,NCU00054342,59146,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Peattie, Donald Culross",8/29/1921,,,,,,"Peattie, Donald Culross",,1412,8/29/1921,1921,8,29,241,,,PLANTS OF WESTERN NORTH CAROLINA,in rich woods,,A slender tree,,,,,,,,,,,,,United States,North Carolina,Polk,,Tryon,,0,,35.20817,-82.238448,WGS84,1727,,"McCormick, Carol Ann",,GeoLocate,,#NAME?,,,,,,,,en,maysaaraba,12/9/2019 16:50,,206,urn:uuid:a925f397-98c7-4ae6-b0fe-ca22bdb48d46,http://sernecportal.org/portal/collections/individual/index.php?occid=10418119
10418115,NCU,,,PreservedSpecimen,6ee11651-61e6-457d-babe-7c87cf8d4b9e,NCU00054341,30028,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Walker, E. H.",6/18/1942,,,,,,"Walker, E. H.",,3434,6/18/1942,1942,6,18,169,,,,mature tree left in corn field on alluvial flat,,"nuts sticky, green",,,,,,,,,,,,,United States,North Carolina,Polk,,valley of the Pacolet River 1 mile west of Tryon,,0,,35.215533,-82.219565,WGS84,1727,,"McCormick, Carol Ann",,GeoLocate,,= Pacolet River ca. 1 mi W of Tryon,,,,,,,,en,maysaaraba,12/9/2019 16:50,,206,urn:uuid:6ee11651-61e6-457d-babe-7c87cf8d4b9e,http://sernecportal.org/portal/collections/individual/index.php?occid=10418115
9251904,WCUH,,,PreservedSpecimen,369de023-7e28-4584-81d2-ee843746c44f,WCUH0014800,417,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Eller, J.",8/20/1950,,,,,,"Eller, J.",,219,8/20/1950,1950,8,20,232,,,,,,,,,,,,,,,,,,,United States,North Carolina,Polk,,Collected two miles west of Pierson's Falls on Saluda-Tryon Road,,0,,35.216963,-82.33691,WGS84,2193,,"mccormick, carol ann",,GeoLocate,,#NAME?,,,,,,,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:369de023-7e28-4584-81d2-ee843746c44f,http://sernecportal.org/portal/collections/individual/index.php?occid=9251904
9244928,WCUH,,,PreservedSpecimen,217de6af-edef-40ee-8e52-35f2c8f56e7e,WCUH0014791,26892,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Rankin, W. T.",7/22/2004,,,,,,"Rankin, W. T.",,s.n.,7/22/2004,2004,7,22,204,,,,Solitary plant along roadside,,,,,,,,,,,,,,,United States,North Carolina,Macon,,"USFS Rd 7198 near Brown Creek, approx. 8 km northeast of Franklin, NC [North Carolina]. Wayah RD, Nantahala NF [National Forest]",,0,,35.234088,-83.313479,WGS84,1098,,"mccormick, carol ann",,GeoLocate,,polygon = Brown Creek; point~ midpoint of Brown Creek,732,,,,,2400 ft.,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:217de6af-edef-40ee-8e52-35f2c8f56e7e,http://sernecportal.org/portal/collections/individual/index.php?occid=9244928
9251796,WCUH,,,PreservedSpecimen,1912b43f-0bd0-43a0-8fc6-85f2fdf3e841,WCUH0014793,25581,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Pittillo, J. Dan",10/31/2000,,,,,,"Pittillo, J. Dan",Biology 108 class,12991,10/31/2000,2000,10,31,305,,,,Tree growing at woods edge of old logging road abouve white pine plantation.,,(Butternut),,,,,,,,,,,,,United States,North Carolina,Jackson,,Wolf-Creek Biology Preserve on Cullowhee Mountain.,,0,,35.257339,-83.157592,WGS84,4325,,"mccormick, carol ann",,GeoLocate,,= Cullowhee Mountain; location of Wolf-Creek Biology Preserve not known,939,,,,,,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:1912b43f-0bd0-43a0-8fc6-85f2fdf3e841,http://sernecportal.org/portal/collections/individual/index.php?occid=9251796
9244894,WCUH,,,PreservedSpecimen,45788689-a29f-4944-8aee-5434ed58ee13,WCUH0014790,28604,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Mathews, K. G.; Adkison, Greg",5/23/2013,,,,,,"Mathews, K. G.","Adkison, Greg",498,5/23/2013,2013,5,23,143,,,,,,"Multi-trunked tree growing at water's edge. Bark light-colored, cracked, with many cankers. Pith dark brown.",,,,,,,,,,,,,United States,North Carolina,Jackson,,"Tuckaseegee. East Fork of the Tuckaseegee River, riverbanks at ""Eternity"" playwave, 1.3 mi up Shook Cove Road from Hwy 107.",,0,,35.259197,-83.108668,WGS84,642,,"mccormick, carol ann",,GeoLocate,,"= on Shook Cove Road, 1.3 mi from its junction with 107",,,,,,,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:45788689-a29f-4944-8aee-5434ed58ee13,http://sernecportal.org/portal/collections/individual/index.php?occid=9244894
9244881,WCUH,,,PreservedSpecimen,4eacb2b1-a71b-4476-884e-0f7c2ff02fdb,WCUH0014789,23806,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Pittillo, J. Dan",11/29/1997,,,,,,"Pittillo, J. Dan",,12112,11/29/1997,1997,11,29,333,,,,Growing in opening of old pasture.,,(Butternut) Tree 60-80 cm diameter breast height.,,,,,,,,,,,,,United States,North Carolina,Jackson,,Bettys Creek Road south of Dillsboro in John Beckman property.,,0,,35.29015,-83.294899,WGS84,1128,,"mccormick, carol ann",,GeoLocate,,polygon = Bettys Creek Road; point ~ midpoint,955,,,,,955 m. (3000 ft.),,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:4eacb2b1-a71b-4476-884e-0f7c2ff02fdb,http://sernecportal.org/portal/collections/individual/index.php?occid=9244881
9251878,WCUH,,,PreservedSpecimen,74292961-3999-40ad-8774-e2c64fbef402,WCUH0014797,22015,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Pittillo, J. Dan",10/13/1993,,,,,,"Pittillo, J. Dan",,11280,10/13/1993,1993,10,13,286,,,,,,"(Butternut, White walnut)",,,,,,,,,,,,,United States,North Carolina,Jackson,,Western Carolina University campus. Cultivated at the picnic area along track across Cullowhee Creek.,,0,,35.308955,-83.186231,WGS84,1094,,"mccormick, carol ann",,GeoLocate,,#NAME?,631,,,,,,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:74292961-3999-40ad-8774-e2c64fbef402,http://sernecportal.org/portal/collections/individual/index.php?occid=9251878
9251938,WCUH,,,PreservedSpecimen,287deaf8-128c-4414-a582-acc6bb56a81a,WCUH0014804,3416,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Lowe, Kathleen",7/10/1953,,,,,,"Lowe, Kathleen",,299,7/10/1953,1953,7,10,191,,,,,,,,,,,,,,,,,,,United States,North Carolina,Jackson,,on River Bend Road,,0,,35.323588,-83.189408,WGS84,783,,"mccormick, carol ann",,GeoLocate,,= Riverbend Road in Cullowhee; unclear from label if this is correct location,,,,,,,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:287deaf8-128c-4414-a582-acc6bb56a81a,http://sernecportal.org/portal/collections/individual/index.php?occid=9251938
10418123,NCU,,,PreservedSpecimen,4508cb60-daca-4d6b-bd90-fb2c0f711580,NCU00054345,151866,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Bell, C. Ritchie",6/6/1956,,,,,,"Bell, C. Ritchie",,3129,6/6/1956,1956,6,6,158,,,,Wooded mountain slopes,,,,,,,,,,,,,,,United States,North Carolina,Swain,,3.4 miles from N.C. Hwy. 28 on Mica Knob Road,,0,,35.325651,-83.465714,WGS84,1807,,"McCormick, Carol Ann",,GeoLocate,,"= Mica Knob; no ""Mica Knob Rd."" seen in vicinity",,,,,,,,en,maysaaraba,12/9/2019 16:50,,206,urn:uuid:4508cb60-daca-4d6b-bd90-fb2c0f711580,http://sernecportal.org/portal/collections/individual/index.php?occid=10418123
9251883,WCUH,,,PreservedSpecimen,ef455c24-26e7-4857-ab44-a1334d650c86,WCUH0014798,16449,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Pittillo, J. Dan",5/11/1974,,,,,,"Pittillo, J. Dan",,6555,5/11/1974,1974,5,11,131,,,,Trees growing along creek.,,,,,,,,,,,,,,,United States,North Carolina,Jackson,,"Cane Creek Road (SR 1709) 1 km north of NC 107, 3.2 km north of Cullowhee",,0,,35.340795,-83.171172,WGS84,1064,,"mccormick, carol ann",,GeoLocate,,polygon = Cane Creek Road; point ~ midpoint of Cane Creek Road,,,,,,,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:ef455c24-26e7-4857-ab44-a1334d650c86,http://sernecportal.org/portal/collections/individual/index.php?occid=9251883
9251893,WCUH,,,PreservedSpecimen,f71ce2e0-8235-4f5b-9a1c-4373b2c27cc5,WCUH0014799,12272,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Powlas, Thomas G.",10/23/1973,,,,,,"Powlas, Thomas G.",,57,10/23/1973,1973,10,23,296,,10/23/1973,,Roadside bank next to Cane Creek.,,Tree about 15 m. tall. Scattered.,,,,,,,,,,,,,United States,North Carolina,Jackson,,.7 mile from Highway 107 on Cane Creek Rd.,,0,,35.340795,-83.171172,WGS84,1064,,"mccormick, carol ann",,,,~ midpoint of Cane Creek Road,,,,,,,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:f71ce2e0-8235-4f5b-9a1c-4373b2c27cc5,http://sernecportal.org/portal/collections/individual/index.php?occid=9251893
10418125,NCU,,,PreservedSpecimen,9183fd81-769f-4ae3-b26c-b7b7a3112322,NCU00009767,151867,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Seiberling, Stephen M.",9/22/2003,Specimen image captured for the North Carolina Botanical Information Network (BOTNET); Imaged by: Stephen M. Seiberling,,,,,"Radford, A. E.",,16935,8/24/1956,1956,8,24,237,,,,Roadside,,,,,,,,,,,,,,,United States,North Carolina,Swain,,1 mile ese. of Alarka,,0,,35.353151,-83.445436,WGS84,3036,,"McCormick, Carol Ann",,GeoLocate,,#NAME?,,,,,,,,en,maysaaraba,12/9/2019 16:50,,206,urn:uuid:9183fd81-769f-4ae3-b26c-b7b7a3112322,http://sernecportal.org/portal/collections/individual/index.php?occid=10418125
10418106,NCU,,,PreservedSpecimen,c230e0d4-9a03-4fd4-959c-b64a33f71ae4,NCU00054336,55501,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Radford, A. E.; Haesloop, John G.",6/5/1953,,,,,,"Radford, A. E.","Haesloop, John G.",7100,6/5/1953,1953,6,5,156,,,,Marble waste,,,,,,,,,,,,,,,United States,North Carolina,Henderson,,1.5 mi. se. of Fletcher,,0,,35.415285,-82.48235,WGS84,5055,,"McCormick, Carol Ann",,GeoLocate,,= 1.5 mi se of Fletcher,,,,,,,,en,maysaaraba,12/9/2019 16:50,,206,urn:uuid:c230e0d4-9a03-4fd4-959c-b64a33f71ae4,http://sernecportal.org/portal/collections/individual/index.php?occid=10418106
7058944,ILLS,,,PreservedSpecimen,,,227184,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,Det.: Dan Busemeyer (ILLS),,,"Dan Busemeyer, Loy R. Phillippe, Paul Marcum, Brenda Molano, & Mary Ann Feist",,2186,10/3/2004,2004,10,3,277,,,,"Creek junction, flat moist area. Found growing with: Quercus alba, Liriodendron tulipifera, Magnolia acuminata, Ulmus rubra, Pinus echinata, Juglans cinerea, & Rhus copallina",,,,,,,,,,,,,,,United States,North Carolina,Swain,,Great Smoky Mountains National Park. Junction of Shehan Branch and Hickory Bottom Branch. Possum Hollow. Shehan Branch (New Lakeshore) Trail. Tuskegee 7.5 minute quadrangle.,,0,,35.47714,-83.73663,,,"35.47714, -83.73663",,,,,,558,,,,,1830 ft.,,,,12/9/2019 16:50,222020,234,urn:uuid:0aea8244-a4fb-47ec-b63f-26e645353880,http://sernecportal.org/portal/collections/individual/index.php?occid=7058944
9244941,WCUH,,,PreservedSpecimen,16adc543-99a9-4972-8e44-1860bd03b76c,WCUH0014792,28138,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Pittillo, J. Dan",5/5/2010,,,,,,"Pittillo, J. Dan",,15208,5/5/2010,2010,5,5,125,,,Biltmore Estate Flora,Rich Cove bouldery forest,,"(Butternut, white walnut) Few relatively small trees. Sterile.",,,,,,,,,,,,,United States,North Carolina,Buncombe,,Busbee Mt. East Fork of Sweeten Creek,,0,,35.523267,-82.508533,WGS84,100,35∞ 31.396' N 82∞ 30.512' W,,,,,[lat/long on original label],884,,,,,,,en,kaley wisher,12/9/2019 16:50,,248,urn:uuid:16adc543-99a9-4972-8e44-1860bd03b76c,http://sernecportal.org/portal/collections/individual/index.php?occid=9244941
8123298,SC,,,PreservedSpecimen,fa042d4f-e470-432f-8169-29083c16d08e,SC001157,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Wood, Emily W.",6/22/1969,,,,,,"Wood, Emily W.",,301,6/22/1969,1969,6,22,173,,,,,,,,,,,,,,,,,,,United States,North Carolina,Haywood,,"4.6 mi. E. of Junaluska, N.C. [North Carolina] on NC 209.",,0,,35.580117,-82.946234,WGS84,728,,"mccormick, carol ann",,GeoLocate,,= 4.6 mi from Lake Junaluska on NC 209,,,,,,,,en,abagail burrus,12/9/2019 16:50,,287,urn:uuid:fa042d4f-e470-432f-8169-29083c16d08e,http://sernecportal.org/portal/collections/individual/index.php?occid=8123298
10418102,NCU,,,PreservedSpecimen,9b7b7951-2641-4167-bc78-ec43f02c777c,NCU00054333,262805,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Prichard, Elmer C.",7/14/1965,,,,,,"Prichard, Elmer C.",,1530,7/14/1965,1965,7,14,195,,7/14/1965,,Along Lakey Gap creek near old house site.,,"Tree ca. 6"" DBH; fruit elongated.",,,,,,,,,,,,,United States,North Carolina,Buncombe,,"ca. 3 mi. s. of Black Mt., N.C. on NC #9; propety [sic; property] of Lakey Gap Hts. Corp.",,0,,35.604497,-82.3202,WGS84,1112,,"McCormick, Carol Ann",,GeoLocate,,"= NC 9, 3 miles S of center of Black Mountain",,,,,,,,en,maysaaraba,12/9/2019 16:50,,206,urn:uuid:9b7b7951-2641-4167-bc78-ec43f02c777c,http://sernecportal.org/portal/collections/individual/index.php?occid=10418102
170446,NAVA,,,PreservedSpecimen,a5400db2-f56a-40e4-acb6-cd510b0eed43,NAVA00005542,,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,Daniela Roth,,1147,5/22/2001,2001,5,22,142,,,,,,,,,,,"Chorispora tenella, Descurainia sophia, Salsola kali, Atriplex canescens, Chrysothamnus nauseosus, Atriplex canescens",flowers & fruit,,0,,,,,United States,Arizona,Apache,,"Hubbell Trading Post National Historic Site; Along the entrance road, south side.  Inside of pasture/old agricultural field",,0,,35.70757,-109.55523,,,UTM: 12S 3952476N 630697E,,,"Lat-Long generated from UTM, egbot, 17Jan06",,,1946,,,,,6383 ft.,"ASC, Hubbell TP",,,3/6/2020 13:53,3916,4,urn:uuid:a5400db2-f56a-40e4-acb6-cd510b0eed43,http://sernecportal.org/portal/collections/individual/index.php?occid=170446
2085785,ASC,,,PreservedSpecimen,ec04d8ff-9ab6-4f04-966b-9fe41c515370,ASC00070592,HUTR 28966,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,,,,,,,,D. Roth,,1147,5/22/2001,2001,5,22,142,,,,,,,,,,,"Chorispora tenella, Descurainia sophia, Salsola kali, Atriplex canescens, Chrysothamnus nauseosus, Atriplex canescens",flowers & fruit,,0,,,,,United States,Arizona,Apache,,"Hubbell Trading Post National Historic Site, Along the entrance road, south side. Inside of pasture/old agricultural field",,0,,35.70757,-109.55523,,,UTM: 3952476N 630697E 12S,,,LL generated by UTM,,,1946,,,,,6383ft.,"ASC, Hubbell TP",,,2/12/2020 11:38,26560,3,urn:uuid:ec04d8ff-9ab6-4f04-966b-9fe41c515370,http://sernecportal.org/portal/collections/individual/index.php?occid=2085785
10418110,NCU,,,PreservedSpecimen,755725e5-8c34-43e0-86c1-46bdcf274a31,NCU00054339,171172,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Radford, A. E.",6/11/1956,,,,,,"Bell, C. Ritchie",,3551,6/11/1956,1956,6,11,163,,,,Woods by stream,,,,,,,,,,,,,,,United States,North Carolina,McDowell,,3.8 miles south of Big Laurel Gap on Curtis Creek Road.,,0,,35.708813,-82.19127,WGS84,457,,"McCormick, Carol Ann",,GeoLocate,,= 3.8 road miles on Curtis Creek Road from Big Laurel Gap,,,,,,,,en,maysaaraba,12/9/2019 16:50,,206,urn:uuid:755725e5-8c34-43e0-86c1-46bdcf274a31,http://sernecportal.org/portal/collections/individual/index.php?occid=10418110
10418103,NCU,,,PreservedSpecimen,d2e6fdad-bdf8-44fc-b9a3-cc9be2e4dc16,NCU00054334,296843,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Ramseur, George S.",10/1/1966,,,,,,"Ramseur, George S.",,5568,10/1/1966,1966,10,1,274,,,,moist deciduous forest,,,,,,,,,,,,,,,United States,North Carolina,Burke,,"near the ""Rock House"" about 3.7 mi. nnw of Morganton, on Warrior Fork Creek about .5 mi. below Bost Road Bridge",,0,,35.791956,-81.715101,WGS84,599,,"McCormick, Carol Ann",,GeoLocate,,~ 0.5 mi downriver from Bost Road Bridge on Warrior Fork Creek,,,,,,,,en,maysaaraba,12/9/2019 16:50,,206,urn:uuid:d2e6fdad-bdf8-44fc-b9a3-cc9be2e4dc16,http://sernecportal.org/portal/collections/individual/index.php?occid=10418103
10418109,NCU,,,PreservedSpecimen,21c38982-57af-4304-910e-4a0bd754e966,NCU00054338,516556,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,"Sather, Dawson",8/16/1981,,,,,,"Sather, Dawson",,2157,8/16/1981,1981,8,16,228,,,,,,,,,,,,,,,,,,,United States,North Carolina,Madison,,"HOT SPRINGS VALLEY At the base of west facing slope of Lover's Leap Ridge, 0.5 mile upstream from Hot Springs",,0,,35.885949,-82.813411,WGS84,1156,,"McCormick, Carol Ann",,GeoLocate,,#NAME?,,,,,,,,en,maysaaraba,12/9/2019 16:50,,206,urn:uuid:21c38982-57af-4304-910e-4a0bd754e966,http://sernecportal.org/portal/collections/individual/index.php?occid=10418109
21196916,ANHC,,,PreservedSpecimen,,ANHC003278,ANHC Acc#: 006542,Plantae,Magnoliophyta,,Fagales,Juglandaceae,Juglans cinerea,47156,L.,Juglans,cinerea,,,Brent Baker,10/11/2013,,,,,,Brent Baker,,13-0155,10/11/2013,2013,10,11,284,,10/11/2013,"Two live trees observed, but others were probably present nearby.",Mesic limestone talus and stream banks.,,"One about 25 ft. tall with 6 in. DBH, the other about 40 ft. tall with 14 in. DBH. Trees sterile and showed signs of butternut canker.",,,,,"Growing with Fraxinus americana, Cercis canadensis, Quercus alba, Viburnum rufidulum, Lindera benzoin, Parthenocissus quinquefolia, Polymnia canadensis, Ageratina altissima, Impatiens capensis, Staphylea trifolia, Dioscorea villosa, etc.",sterile,,0,,,,Herbarium Sheet 1 of 2.,United States,Arkansas,Stone,,"Ozark Highlands. White River Hills Ecoregion. USGS Sylamore 7.5' Quad. Hell Creek Natural Area. In N half of natural area along Hell Creek from about 1.93 to 2.10 stream mi. upstream of confluence with White River, NE of Mountain View.",,0,,35.90628,-92.08328,,,TRS: T15N R10W S30 S2NE4,,,,,,,,,,,,,English,Brent Baker,12/9/2019 16:50,20154,270,urn:uuid:59998913-95a0-48c9-a610-57d9589a2084,http://sernecportal.org/portal/collections/individual/index.php?occid=21196916
