Ind,Pop,B114_1,B114_2,B159__1,B159_2,WGA_1,WGA_2,A5_1,A5_2,B157_1,B157_2,B212_1,B212_2,B121_1,B121_2,B147_1,B147_2,B249_1,B249_2,B262_1,B262_2,B264_1,B264_2
U1181,MC,252,256,124,124,169,179,205,207,160,166,215,221,171,183,333,337,181,181,316,318,235,237
U1182,MC,248,254,104,130,163,171,201,209,160,166,217,225,171,179,327,341,189,191,318,336,235,237
U1184,MC,270,276,120,124,165,173,207,207,160,160,225,229,185,189,333,337,191,191,320,346,223,239
U1185,MC,248,252,104,128,155,161,205,209,166,166,225,251,177,177,327,341,189,189,318,342,223,235
U1186,MC,248,266,124,130,163,167,207,207,157,164,225,229,171,179,331,333,169,189,318,320,235,237
U1187,MC,248,248,130,136,167,171,203,203,160,166,221,253,189,189,327,337,183,187,316,328,221,233
U1188,MC,256,276,122,124,171,175,207,219,160,166,233,237,171,187,333,339,169,173,320,344,227,241
U1189,MC,254,258,128,130,163,171,197,207,160,166,229,245,187,191,333,335,177,181,318,318,225,229
U1190,MC,260,288,122,128,165,169,211,211,157,166,215,225,171,179,327,327,187,193,334,338,235,237
U1192,MC,268,288,104,130,161,169,211,211,157,160,215,231,179,183,339,343,169,187,334,346,235,235
U1193,MC,260,264,124,128,155,171,199,207,160,160,227,229,185,187,333,339,169,189,318,330,221,239
U1194,MC,262,282,104,104,157,159,207,207,164,166,205,217,171,177,327,339,169,183,318,320,235,235
U1196,MC,248,248,124,134,155,163,194,205,164,166,209,215,187,189,337,337,183,187,342,358,235,235
U1197,MC,258,274,104,120,161,169,203,207,164,166,217,227,183,187,339,341,169,181,318,340,235,235
U1003,OZ12,248,282,124,130,155,165,207,211,166,166,205,215,171,185,337,339,187,191,330,340,221,221
U1004,OZ12,250,254,115,130,163,183,205,209,157,167,213,215,187,189,339,339,169,191,340,356,227,227
U1005,OZ12,272,278,154,154,159,161,207,211,160,166,213,239,181,187,333,339,187,191,318,328,235,235
U1006,OZ12,248,254,122,150,167,171,209,219,160,164,229,233,171,187,333,333,183,183,326,340,235,235
U1007,OZ12,256,278,104,128,163,165,199,209,166,166,209,227,187,187,329,339,181,187,330,334,227,235
U1008,OZ12,248,250,104,104,163,163,211,215,160,164,213,233,171,177,333,339,183,187,318,328,227,233
U1009,OZ12,272,272,104,104,167,167,205,207,162,164,215,227,171,185,337,339,183,187,328,336,221,235
U1011,OZ12,248,268,104,128,163,167,207,211,164,168,225,235,185,193,331,335,169,181,318,326,227,235
U1012,OZ12,248,286,124,130,159,171,199,205,160,160,215,233,173,187,333,339,181,187,326,326,227,229
U1014,OZ12,272,278,136,144,159,179,205,207,157,164,213,213,187,187,333,341,181,183,326,340,235,237
U1016,OZ12,248,262,120,124,163,165,207,217,160,166,219,225,171,177,327,333,187,193,332,340,227,235
U1017,OZ12,248,248,120,124,163,175,203,211,162,164,205,235,187,187,333,343,169,169,340,340,221,221
U1018,OZ12,248,254,104,124,163,163,203,211,160,160,221,227,181,193,333,333,183,183,318,340,237,237
U1019,OZ12,276,276,120,120,161,179,205,217,157,166,215,221,171,179,327,339,183,183,318,328,221,227
U1020,OZ12,274,276,104,130,163,173,211,211,160,166,225,229,187,189,327,333,169,183,340,344,227,237
U1023,OZ12,248,276,122,124,155,163,199,207,160,166,207,213,171,179,333,333,181,183,318,320,235,237
U1024,OZ12,248,258,115,122,163,163,199,199,164,169,217,221,177,177,333,333,183,187,318,320,227,237
U1025,OZ12,252,264,128,130,159,165,199,211,160,166,215,251,179,191,341,341,183,189,318,318,223,227
U1026,OZ12,248,272,130,130,155,163,211,211,157,166,243,261,171,171,327,333,183,187,318,338,221,235
U1027,OZ12,248,248,104,115,161,167,205,219,169,169,229,245,171,177,333,333,169,169,340,344,235,235
U1028,OZ12,248,284,120,124,155,169,203,207,160,160,219,221,177,193,333,337,169,183,334,356,227,237
U1029,OZ12,248,248,128,128,163,167,207,209,166,166,223,253,175,177,333,341,189,191,318,318,227,239
U1030,OZ12,248,288,124,130,159,171,203,207,160,166,215,225,171,187,339,339,169,187,344,356,221,237
U1031,OZ12,278,278,104,104,159,167,207,207,160,166,215,231,185,187,333,339,169,187,326,342,227,237
U1032,OZ12,248,276,124,134,159,171,207,207,160,166,207,225,181,187,335,341,183,183,330,344,221,233
U1033,OZ12,272,272,115,124,163,163,205,207,160,160,215,215,181,185,335,339,185,187,320,334,221,235
U1034,OZ12,248,272,128,130,155,171,205,219,157,166,215,221,181,187,333,339,183,187,318,340,227,235
U1035,OZ12,248,252,124,124,155,171,205,213,160,166,221,235,177,187,333,339,183,183,318,318,227,235
U1036,OZ12,248,282,124,124,161,161,205,209,157,160,221,229,171,171,333,335,169,187,336,342,227,235
U1037,OZ12,248,248,104,128,163,171,203,207,164,166,215,225,179,191,331,333,169,183,326,330,227,227
U1038,OZ12,254,258,104,128,159,163,201,205,157,168,217,217,171,171,333,341,169,193,338,342,221,227
U1040,OZ12,268,282,124,130,165,165,201,217,160,166,207,225,171,187,337,339,169,183,0,0,229,239
U1041,OZ12,252,256,128,130,163,163,205,211,160,166,217,217,177,187,333,335,169,191,334,338,221,229
U1042,OZ12,256,278,124,124,163,165,203,209,160,166,229,231,177,187,333,333,169,187,320,338,221,221
U1044,OZ12,268,278,130,136,163,165,209,211,160,166,211,221,171,171,333,337,183,189,340,346,227,237
U1045,OZ12,276,280,120,124,159,171,207,211,157,162,0,0,183,193,327,333,169,185,318,320,227,227
U1046,OZ12,258,282,104,122,157,163,0,0,160,160,215,237,177,187,327,339,169,183,318,356,221,243
U1047,OZ12,254,258,128,128,161,165,195,205,160,166,217,235,181,187,333,335,183,187,318,344,223,235
U1048,OZ12,256,270,128,130,163,179,201,211,160,166,213,215,179,185,327,333,183,187,320,340,235,237
U1049,OZ12,248,280,104,130,155,163,207,207,166,168,215,215,171,179,331,333,169,169,318,334,235,235
U1050,OZ12,248,280,120,136,161,171,207,209,160,161,225,235,171,183,333,335,183,187,320,328,235,249
U1051,OZ12,274,274,122,124,155,159,203,207,160,166,215,245,187,193,333,339,169,187,330,340,221,235
U1052,OZ12,248,248,128,134,167,175,205,207,160,168,217,231,171,179,333,341,169,187,318,326,229,237
U1053,OZ12,272,294,104,120,153,171,0,0,160,166,213,229,177,187,333,337,169,189,318,326,227,227
U1054,OZ12,256,294,124,132,159,171,199,211,160,166,229,235,171,177,339,339,169,169,318,318,227,229
U1059,OZ12,254,278,124,124,159,163,203,203,157,160,225,225,177,193,339,341,183,187,318,340,227,237
U1061,OZ12,252,254,122,132,155,163,207,207,160,164,217,223,171,171,335,337,169,189,318,318,235,239
U1063,OZ12,248,256,124,128,155,163,199,205,160,166,221,221,171,187,331,341,183,193,318,318,221,241
U1066,OZ12,248,280,128,132,155,163,203,205,160,160,215,229,171,173,327,337,187,189,318,320,221,235
U1067,OZ12,254,286,115,115,163,173,199,207,160,160,215,223,171,187,333,339,169,169,328,340,227,235
U1068,OZ12,262,276,132,132,163,163,209,219,162,162,225,227,171,173,327,337,187,187,318,338,231,237
U1069,OZ12,248,276,104,124,161,163,205,211,160,168,233,235,171,189,333,339,169,183,326,340,221,227
U1070,OZ12,248,264,104,128,163,171,205,211,166,166,225,225,171,183,333,335,169,195,336,340,221,237
U1071,OZ12,260,264,104,130,161,163,209,211,160,166,223,233,177,183,339,339,169,177,336,356,223,235
U1073,OZ12,256,266,122,128,161,163,0,0,162,168,215,233,171,177,0,0,183,187,318,318,235,237
U1075,OZ12,254,272,122,128,163,177,207,209,160,166,217,231,171,187,333,337,169,169,326,344,223,223
U1077,OZ12,254,276,120,128,155,165,0,0,160,166,217,217,171,185,333,333,185,187,316,318,227,227
U1078,OZ12,248,282,128,132,163,173,199,205,157,160,0,0,171,187,333,339,169,187,318,340,227,227
U1079,OZ12,272,286,104,130,161,175,207,209,160,166,0,0,177,179,333,339,187,191,318,340,229,229
U1080,OZ12,254,272,104,128,161,163,203,203,160,166,215,215,171,177,333,339,177,187,318,340,221,229
U1081,OZ12,256,272,128,130,163,167,205,219,160,166,259,271,171,187,327,339,169,191,320,320,235,235
U1082,OZ12,272,290,115,120,165,167,199,207,166,166,213,245,171,171,335,339,183,187,326,326,235,235
U1083,OZ12,286,290,124,130,163,165,207,207,160,168,215,225,177,177,331,335,169,169,334,340,223,227
U1084,OZ12,260,260,108,120,161,163,205,217,160,160,223,271,171,187,331,341,169,187,320,340,221,221
U1085,OZ12,266,272,128,148,163,171,199,207,160,160,215,217,177,181,333,333,169,183,318,320,219,221
U1089,OZ12,248,276,130,130,157,163,197,197,166,166,0,0,171,177,339,339,169,183,344,344,221,221
U1092,OZ12,248,264,128,128,161,173,0,0,160,166,215,217,171,171,335,339,169,187,326,338,227,237
U1093,OZ12,248,258,124,128,171,171,203,209,160,166,223,239,171,171,0,0,183,187,342,356,221,237
U1447,OZ12,252,260,128,154,167,167,199,207,160,166,239,239,177,185,339,341,187,187,334,338,227,235
U1449,OZ12,248,272,104,128,163,167,205,207,160,164,205,213,177,185,333,339,169,183,328,330,227,235
U1450,OZ12,252,284,104,124,163,167,209,209,166,166,205,225,171,171,335,335,169,187,332,338,221,227
U1451,OZ12,260,264,104,130,163,165,205,211,157,166,0,0,171,183,333,335,187,187,326,326,227,227
U1452,OZ12,268,282,124,130,165,169,207,211,160,166,0,0,181,187,331,333,169,187,340,340,221,227
U1454,OZ12,264,278,104,104,163,163,209,211,160,166,215,247,171,181,333,333,187,187,322,326,235,235
U1458,OZ12,272,274,124,128,163,173,207,211,160,166,217,225,171,183,333,343,169,169,340,340,227,235
U1459,OZ12,248,254,124,124,0,0,199,207,160,168,221,225,171,187,337,339,169,183,330,356,227,233
U1460,OZ12,284,284,122,124,159,163,199,207,160,161,225,237,171,185,333,339,183,183,340,346,219,227
U1462,OZ12,268,268,122,128,163,163,203,207,157,160,225,225,171,185,333,339,183,183,318,326,235,235
U1463,OZ12,248,248,128,128,163,165,211,211,166,166,211,227,183,193,327,341,183,187,318,318,221,235
U1464,OZ12,254,262,124,128,175,175,207,207,157,160,229,233,179,189,337,343,169,183,338,338,227,227
U1466,OZ12,250,268,124,128,161,167,199,211,166,166,215,225,187,193,339,341,183,183,318,334,221,227
U1467,OZ12,0,0,130,132,163,175,203,211,160,166,215,223,171,171,327,339,169,183,334,338,221,235
U1468,OZ12,248,254,128,130,169,175,207,211,160,166,207,215,171,171,331,333,183,183,318,334,221,227
U1469,OZ12,0,0,124,124,175,175,0,0,166,166,215,215,183,187,337,337,181,183,334,338,221,237
U1470,OZ12,262,282,104,128,171,175,203,209,160,166,215,223,181,183,339,339,169,181,318,338,235,237
U1473,OZ12,262,272,124,130,159,167,199,199,157,160,213,213,179,187,0,0,169,169,320,334,223,235
U1475,OZ12,268,280,122,134,155,159,207,209,160,166,213,221,173,173,333,333,169,187,318,318,221,227
U1476,OZ12,254,268,122,128,155,163,0,0,166,166,0,0,173,183,333,339,169,169,340,362,235,235
U1477,OZ12,254,278,122,124,163,167,205,207,157,160,215,217,185,185,0,0,187,189,328,334,221,227
U1479,OZ12,254,276,128,128,159,167,207,207,160,166,0,0,181,183,339,339,183,191,328,340,235,237
U1481,OZ12,248,254,104,130,159,163,0,0,160,160,0,0,179,187,339,343,183,185,338,344,227,239
U1482,OZ12,254,260,124,124,159,167,203,209,160,166,225,265,181,187,329,333,169,169,318,342,221,227
U1483,OZ12,274,274,124,130,163,165,203,203,166,166,213,225,185,187,0,0,169,169,0,0,233,237
U1484,OZ12,254,254,124,130,167,175,207,207,160,166,0,0,185,187,331,335,169,169,318,320,235,235
U1486,OZ12,254,262,124,130,171,173,0,0,157,160,217,217,177,191,0,0,181,183,330,338,221,235
U1490,OZ12,0,0,128,130,155,173,0,0,160,160,205,217,187,187,339,343,169,183,318,334,235,237
U1492,OZ12,254,272,128,130,163,167,0,0,160,164,213,241,183,187,331,333,169,183,340,342,237,237
U1518,SFNF12,280,290,122,128,161,161,207,207,160,166,229,229,183,193,339,339,169,191,316,330,227,237
U1519,SFNF12,260,268,104,144,161,163,211,217,160,166,221,233,173,173,327,335,169,169,334,356,221,233
U1520,SFNF12,248,258,104,124,159,163,207,207,160,160,229,265,177,189,335,339,169,183,316,334,237,237
U1521,SFNF12,272,272,106,124,163,165,207,211,157,160,229,249,187,187,335,339,187,189,326,344,241,241
U1523,SFNF12,248,248,104,128,171,171,207,207,160,160,227,233,177,187,333,335,169,169,318,318,223,237
U1525,SFNF12,260,272,124,124,171,171,207,211,160,160,221,227,187,187,327,333,183,187,318,338,235,237
U1526,SFNF12,248,280,122,130,163,171,199,211,160,160,215,217,181,187,335,339,187,189,318,330,235,235
U1527,SFNF12,260,280,104,124,161,163,207,207,160,160,223,225,171,175,333,333,169,187,318,338,223,223
U1528,SFNF12,248,262,106,154,163,175,207,207,164,166,217,219,187,187,0,0,169,183,318,318,221,235
U1532,SFNF12,260,280,130,130,163,175,207,209,166,168,219,237,187,187,333,333,183,183,318,330,241,241
U1535,SFNF12,248,294,120,128,159,163,207,207,160,166,237,265,177,193,0,0,169,183,338,344,221,223
U1496,SFNF12,248,270,128,128,167,171,0,0,160,160,217,225,171,183,0,0,169,177,320,344,221,239
U1500,SFNF12,270,276,124,154,163,163,207,207,160,168,215,215,189,193,327,337,169,187,318,318,235,235
U1501,SFNF12,248,254,128,150,163,175,207,209,160,166,219,261,181,187,333,335,183,191,318,320,227,239
U1502,SFNF12,254,270,126,134,163,165,0,0,157,160,0,0,187,189,327,339,169,191,318,328,229,235
U1504,SFNF12,254,288,104,134,161,171,203,207,160,166,215,261,183,185,327,335,185,191,318,332,221,221
U1507,SFNF12,260,268,120,124,165,165,0,0,157,162,215,219,171,189,327,331,187,191,318,356,235,239
U1509,SFNF12,248,254,104,122,161,167,207,207,166,166,215,219,183,193,327,331,169,187,318,318,233,233
U1510,SFNF12,248,276,128,128,165,171,205,205,160,160,225,227,187,187,335,339,185,191,330,340,235,237
U1511,SFNF12,274,278,122,128,159,165,207,207,160,160,215,227,171,171,335,339,169,189,334,336,241,241
U1512,SFNF12,260,262,115,128,167,171,211,211,160,166,225,265,187,189,327,339,169,183,326,340,227,227
U1516,SFNF12,272,280,104,104,163,165,205,209,157,166,219,223,177,185,339,339,169,169,328,334,215,237
U2328,WHWI,248,272,104,104,163,165,207,207,160,160,245,245,179,193,327,343,169,187,334,340,221,221
U2329,WHWI,250,272,128,130,163,173,199,207,157,166,217,225,171,189,327,343,187,189,340,340,0,0
U2330,WHWI,276,284,104,104,165,171,207,211,166,166,215,217,171,185,327,335,169,189,340,340,221,221
U2331,WHWI,248,280,124,124,155,171,203,207,160,161,207,253,171,187,327,333,183,193,318,344,235,235
U2332,WHWI,250,250,104,104,163,165,199,203,160,168,0,0,177,177,333,333,189,189,338,344,227,235
U2334,WHWI,272,284,122,130,159,163,207,211,160,168,207,215,171,187,333,343,169,169,318,344,237,237
U2336,WHWI,272,272,124,128,161,173,207,211,160,164,215,249,177,177,333,343,169,169,318,334,221,221
U2337,WHWI,248,248,104,120,159,163,203,207,160,168,241,245,183,187,333,343,169,191,334,336,221,235
U2338,WHWI,272,276,128,134,155,163,207,211,160,160,219,233,183,193,327,333,187,187,334,340,239,241
U2339,WHWI,252,272,122,128,155,159,205,207,160,160,221,221,177,187,341,343,183,187,340,340,235,241
U2341,WHWI,248,272,128,130,155,165,199,211,160,160,215,215,171,177,333,337,169,187,334,340,221,235
U2342,WHWI,248,248,104,122,159,165,207,207,160,166,215,247,185,187,333,333,169,187,318,340,237,237
U2343,WHWI,262,284,128,130,165,171,207,207,160,166,217,219,171,185,343,343,169,189,340,340,235,237
U2348,WHWI,248,276,128,130,159,181,207,211,160,160,217,217,183,193,335,335,169,177,338,340,235,235
U2350,WHWI,248,248,122,124,159,163,199,207,160,168,215,253,171,185,327,333,169,193,318,344,227,227
U2351,WHWI,250,272,128,134,159,159,203,207,166,168,213,219,177,183,327,343,169,169,318,340,235,235
U2358,WHWI,272,288,122,124,163,163,203,207,160,160,215,233,177,193,333,337,189,193,340,340,221,235
U2359,WHWI,248,290,124,124,163,163,203,211,160,160,233,239,183,187,333,343,187,189,318,340,221,237
U2360,WHWI,272,272,122,124,159,163,207,219,160,166,215,233,183,187,327,333,187,189,340,344,227,237
U2362,WHWI,248,272,130,130,161,163,207,211,160,164,217,225,187,187,327,333,169,169,334,342,221,227
U2363,WHWI,250,272,130,130,161,167,207,211,160,166,0,0,173,185,333,339,189,193,338,340,229,235
U2308,WWI,248,272,128,132,161,163,207,211,157,167,207,211,171,171,335,339,183,187,326,340,235,237
U2309,WWI,278,280,124,130,163,165,207,207,157,168,215,217,171,187,333,339,187,189,338,338,235,237
U2311,WWI,248,278,128,130,155,163,207,211,164,166,211,215,171,189,333,339,187,189,318,326,223,223
U2312,WWI,248,278,104,130,163,165,199,207,157,166,215,217,171,189,333,333,169,183,318,326,223,235
U2313,WWI,252,272,128,128,163,175,199,207,157,166,213,215,171,183,333,339,187,187,318,340,223,235
U2314,WWI,268,272,115,124,165,175,207,207,160,160,223,259,183,183,339,339,183,183,318,334,227,235
U2315,WWI,278,278,104,130,155,155,199,207,166,166,217,223,171,171,333,339,169,189,328,336,221,237
U2316,WWI,248,260,115,132,161,175,207,207,157,160,215,223,171,191,339,339,169,187,340,340,227,235
U2317,WWI,248,248,122,128,159,173,207,211,160,168,215,269,171,183,333,333,169,181,318,348,223,237
U2318,WWI,270,276,104,115,163,173,197,207,157,164,223,229,171,189,333,333,187,191,318,336,221,235
U2319,WWI,272,278,104,124,163,165,205,207,157,164,217,221,171,183,327,339,187,191,326,332,223,235
U2322,WWI,248,272,130,132,161,171,207,211,157,166,213,217,171,171,339,341,169,189,320,326,225,235
U2323,WWI,248,284,130,130,163,175,207,207,157,166,215,217,181,183,339,339,169,189,328,340,221,235
U2520,VSH123,254,256,104,122,161,171,207,207,166,166,231,245,189,193,327,335,169,189,338,350,221,223
U2522,VSH123,248,262,128,134,163,173,199,201,164,166,221,257,0,0,0,0,181,183,318,326,235,235
U2524,VSH123,248,256,130,136,155,159,203,221,160,160,215,233,171,185,339,339,169,183,320,344,223,235
U2525,VSH123,248,260,120,134,171,175,209,209,166,166,0,0,177,179,339,341,169,177,340,342,221,221
U2533,VSH123,0,0,122,128,0,0,203,203,157,162,233,245,171,187,327,339,169,189,318,318,227,235
U2534,VSH123,248,274,122,128,171,177,203,211,157,166,213,233,183,185,339,341,169,187,318,328,223,235
U2509,VSH123,248,254,124,128,161,163,207,209,160,160,221,239,177,187,335,339,169,183,318,318,235,235
U2510,VSH123,248,248,120,128,167,171,199,207,164,166,213,213,171,189,331,333,169,177,316,344,235,235
U2511,VSH123,248,256,128,150,161,167,203,207,157,168,217,233,179,185,327,327,181,187,318,334,223,227
U2512,VSH123,248,268,104,128,161,167,203,207,160,166,0,0,179,187,327,341,169,191,318,342,221,227
U2537,VSH123,260,274,122,134,167,167,205,207,160,166,215,227,181,185,327,339,191,191,318,334,221,235
U2538,VSH123,270,270,130,130,167,173,207,207,160,164,217,221,175,175,335,339,169,191,316,318,221,221
U2539,VSH123,256,278,104,104,163,165,205,207,164,166,221,259,171,187,327,333,169,183,318,318,235,237
U2515,VSH123,270,284,124,156,167,171,0,0,166,168,215,243,183,183,331,337,173,187,340,340,233,235
U2516,VSH123,254,270,128,128,163,171,203,217,166,166,215,225,179,187,0,0,169,169,0,0,235,237
U2519,VSH123,256,264,120,132,165,179,195,205,157,166,227,257,0,0,327,335,169,185,328,332,235,235
U2527,VSH123,260,260,104,140,151,171,205,209,160,166,235,259,177,187,339,341,169,169,334,340,221,235
U2528,VSH123,248,250,104,132,171,175,203,209,166,168,221,229,185,185,333,337,181,189,334,340,235,235
U2529,VSH123,236,260,104,132,171,175,209,215,157,166,221,229,177,187,337,341,169,197,334,342,221,235
U2531,VSH123,256,268,124,132,161,163,203,205,166,166,227,257,177,193,327,339,169,183,318,346,227,233
