Ind,Pop,B114_1,B114_2,B159__1,B159_2,WGA_1,WGA_2,A5_1,A5_2,B121_1,B121_2,B147_1,B147_2,B249_1,B249_2,B264_1,B264_2
U1175,MC,248,264,104,124,163,171,203,217,187,193,335,339,169,193,221,221
U1176,MC,256,264,104,124,171,171,197,209,185,185,327,337,169,191,227,241
U1177,MC,248,248,128,136,165,167,199,207,181,187,327,337,169,187,237,239
U1178,MC,256,274,124,128,159,165,199,211,171,171,337,337,169,169,221,221
U1179,MC,272,278,124,124,159,163,205,207,171,187,333,337,0,0,0,0
U1180,MC,248,262,104,130,165,177,205,209,171,171,333,341,169,187,235,235
U1181,MC,252,256,124,124,169,179,205,207,171,183,333,337,181,181,235,237
U1182,MC,248,254,104,130,163,171,201,209,171,179,327,341,189,191,235,237
U1184,MC,270,276,120,124,165,173,207,207,185,189,333,337,191,191,223,239
U1185,MC,248,252,104,128,155,161,205,209,177,177,327,341,189,189,223,235
U1186,MC,248,266,124,130,163,167,207,207,171,179,331,333,169,189,235,237
U1187,MC,248,248,130,136,167,171,203,203,189,189,327,337,183,187,221,233
U1188,MC,256,276,122,124,171,175,207,219,171,187,333,339,169,173,227,241
U1189,MC,254,258,128,130,163,171,197,207,187,191,333,335,177,181,225,229
U1190,MC,260,288,122,128,165,169,211,211,171,179,327,327,187,193,235,237
U1194,MC,262,282,104,104,157,159,207,207,171,177,327,339,169,183,235,235
U1196,MC,248,248,124,134,155,163,194,205,187,189,337,337,183,187,235,235
U1197,MC,258,274,104,120,161,169,203,207,183,187,339,341,169,181,235,235
U1003,OZ12,248,282,124,130,155,165,207,211,171,185,337,339,187,191,221,221
U1004,OZ12,250,254,115,130,163,183,205,209,187,189,339,339,169,191,227,227
U1005,OZ12,272,278,154,154,159,161,207,211,181,187,333,339,187,191,235,235
U1006,OZ12,248,254,122,150,167,171,209,219,171,187,333,333,183,183,235,235
U1007,OZ12,256,278,104,128,163,165,199,209,187,187,329,339,181,187,227,235
U1008,OZ12,248,250,104,104,163,163,211,215,171,177,333,339,183,187,227,233
U1009,OZ12,272,272,104,104,167,167,205,207,171,185,337,339,183,187,221,235
U1011,OZ12,248,268,104,128,163,167,207,211,185,193,331,335,169,181,227,235
U1012,OZ12,248,286,124,130,159,171,199,205,173,187,333,339,181,187,227,229
U1014,OZ12,272,278,136,144,159,179,205,207,187,187,333,341,181,183,235,237
U1016,OZ12,248,262,120,124,163,165,207,217,171,177,327,333,187,193,227,235
U1017,OZ12,248,248,120,124,163,175,203,211,187,187,333,343,169,169,221,221
U1018,OZ12,248,254,104,124,163,163,203,211,181,193,333,333,183,183,237,237
U1019,OZ12,276,276,120,120,161,179,205,217,171,179,327,339,183,183,221,227
U1020,OZ12,274,276,104,130,163,173,211,211,187,189,327,333,169,183,227,237
U1023,OZ12,248,276,122,124,155,163,199,207,171,179,333,333,181,183,235,237
U1024,OZ12,248,258,115,122,163,163,199,199,177,177,333,333,183,187,227,237
U1025,OZ12,252,264,128,130,159,165,199,211,179,191,341,341,183,189,223,227
U1026,OZ12,248,272,130,130,155,163,211,211,171,171,327,333,183,187,221,235
U1027,OZ12,248,248,104,115,161,167,205,219,171,177,333,333,169,169,235,235
U1028,OZ12,248,284,120,124,155,169,203,207,177,193,333,337,169,183,227,237
U1029,OZ12,248,248,128,128,163,167,207,209,175,177,333,341,189,191,227,239
U1030,OZ12,248,288,124,130,159,171,203,207,171,187,339,339,169,187,221,237
U1031,OZ12,278,278,104,104,159,167,207,207,185,187,333,339,169,187,227,237
U1032,OZ12,248,276,124,134,159,171,207,207,181,187,335,341,183,183,221,233
U1033,OZ12,272,272,115,124,163,163,205,207,181,185,335,339,185,187,221,235
U1034,OZ12,248,272,128,130,155,171,205,219,181,187,333,339,183,187,227,235
U1035,OZ12,248,252,124,124,155,171,205,213,177,187,333,339,183,183,227,235
U1036,OZ12,248,282,124,124,161,161,205,209,171,171,333,335,169,187,227,235
U1037,OZ12,248,248,104,128,163,171,203,207,179,191,331,333,169,183,227,227
U1038,OZ12,254,258,104,128,159,163,201,205,171,171,333,341,169,193,221,227
U1040,OZ12,268,282,124,130,165,165,201,217,171,187,337,339,169,183,229,239
U1041,OZ12,252,256,128,130,163,163,205,211,177,187,333,335,169,191,221,229
U1044,OZ12,268,278,130,136,163,165,209,211,171,171,333,337,183,189,227,237
U1045,OZ12,276,280,120,124,159,171,207,211,183,193,327,333,169,185,227,227
U1046,OZ12,258,282,104,122,157,163,0,0,177,187,327,339,169,183,221,243
U1047,OZ12,254,258,128,128,161,165,195,205,181,187,333,335,183,187,223,235
U1048,OZ12,256,270,128,130,163,179,201,211,179,185,327,333,183,187,235,237
U1049,OZ12,248,280,104,130,155,163,207,207,171,179,331,333,169,169,235,235
U1050,OZ12,248,280,120,136,161,171,207,209,171,183,333,335,183,187,235,249
U1051,OZ12,274,274,122,124,155,159,203,207,187,193,333,339,169,187,221,235
U1052,OZ12,248,248,128,134,167,175,205,207,171,179,333,341,169,187,229,237
U1053,OZ12,272,294,104,120,153,171,0,0,177,187,333,337,169,189,227,227
U1054,OZ12,256,294,124,132,159,171,199,211,171,177,339,339,169,169,227,229
U1059,OZ12,254,278,124,124,159,163,203,203,177,193,339,341,183,187,227,237
U1061,OZ12,252,254,122,132,155,163,207,207,171,171,335,337,169,189,235,239
U1063,OZ12,248,256,124,128,155,163,199,205,171,187,331,341,183,193,221,241
U1066,OZ12,248,280,128,132,155,163,203,205,171,173,327,337,187,189,221,235
U1069,OZ12,248,276,104,124,161,163,205,211,171,189,333,339,169,183,221,227
U1070,OZ12,248,264,104,128,163,171,205,211,171,183,333,335,169,195,221,237
U1071,OZ12,260,264,104,130,161,163,209,211,177,183,339,339,169,177,223,235
U1073,OZ12,256,266,122,128,161,163,0,0,171,177,0,0,183,187,235,237
U1075,OZ12,254,272,122,128,163,177,207,209,171,187,333,337,169,169,223,223
U1078,OZ12,248,282,128,132,163,173,199,205,171,187,333,339,169,187,227,227
U1079,OZ12,272,286,104,130,161,175,207,209,177,179,333,339,187,191,229,229
U1080,OZ12,254,272,104,128,161,163,203,203,171,177,333,339,177,187,221,229
U1081,OZ12,256,272,128,130,163,167,205,219,171,187,327,339,169,191,235,235
U1083,OZ12,286,290,124,130,163,165,207,207,177,177,331,335,169,169,223,227
U1084,OZ12,260,260,108,120,161,163,205,217,171,187,331,341,169,187,221,221
U1085,OZ12,266,272,128,148,163,171,199,207,177,181,333,333,169,183,219,221
U1089,OZ12,248,276,130,130,157,163,197,197,171,177,339,339,169,183,221,221
U1093,OZ12,248,258,124,128,171,171,203,209,171,171,0,0,183,187,221,237
U1447,OZ12,252,260,128,154,167,167,199,207,177,185,339,341,187,187,227,235
U1449,OZ12,248,272,104,128,163,167,205,207,177,185,333,339,169,183,227,235
U1452,OZ12,268,282,124,130,165,169,207,211,181,187,331,333,169,187,221,227
U1458,OZ12,272,274,124,128,163,173,207,211,171,183,333,343,169,169,227,235
U1459,OZ12,248,254,124,124,0,0,199,207,171,187,337,339,169,183,227,233
U1460,OZ12,284,284,122,124,159,163,199,207,171,185,333,339,183,183,219,227
U1462,OZ12,268,268,122,128,163,163,203,207,171,185,333,339,183,183,235,235
U1463,OZ12,248,248,128,128,163,165,211,211,183,193,327,341,183,187,221,235
U1464,OZ12,254,262,124,128,175,175,207,207,179,189,337,343,169,183,227,227
U1469,OZ12,0,0,124,124,175,175,0,0,183,187,337,337,181,183,221,237
U1470,OZ12,262,282,104,128,171,175,203,209,181,183,339,339,169,181,235,237
U1472,OZ12,256,258,104,120,155,163,0,0,171,171,327,337,169,193,229,229
U1473,OZ12,262,272,124,130,159,167,199,199,179,187,0,0,169,169,223,235
U1476,OZ12,254,268,122,128,155,163,0,0,173,183,333,339,169,169,235,235
U1477,OZ12,254,278,122,124,163,167,205,207,185,185,0,0,187,189,221,227
U1479,OZ12,254,276,128,128,159,167,207,207,181,183,339,339,183,191,235,237
U1481,OZ12,248,254,104,130,159,163,0,0,179,187,339,343,183,185,227,239
U1518,SFNF12,280,290,122,128,161,161,207,207,183,193,339,339,169,191,227,237
U1519,SFNF12,260,268,104,144,161,163,211,217,173,173,327,335,169,169,221,233
U1520,SFNF12,248,258,104,124,159,163,207,207,177,189,335,339,169,183,237,237
U1521,SFNF12,272,272,106,124,163,165,207,211,187,187,335,339,187,189,241,241
U1523,SFNF12,248,248,104,128,171,171,207,207,177,187,333,335,169,169,223,237
U1526,SFNF12,248,280,122,130,163,171,199,211,181,187,335,339,187,189,235,235
U1527,SFNF12,260,280,104,124,161,163,207,207,171,175,333,333,169,187,223,223
U1528,SFNF12,248,262,106,154,163,175,207,207,187,187,0,0,169,183,221,235
U1532,SFNF12,260,280,130,130,163,175,207,209,187,187,333,333,183,183,241,241
U1496,SFNF12,248,270,128,128,167,171,0,0,171,183,0,0,169,177,221,239
U1500,SFNF12,270,276,124,154,163,163,207,207,189,193,327,337,169,187,235,235
U1501,SFNF12,248,254,128,150,163,175,207,209,181,187,333,335,183,191,227,239
U1502,SFNF12,254,270,126,134,163,165,0,0,187,189,327,339,169,191,229,235
U1504,SFNF12,254,288,104,134,161,171,203,207,183,185,327,335,185,191,221,221
U1509,SFNF12,248,254,104,122,161,167,207,207,183,193,327,331,169,187,233,233
U1510,SFNF12,248,276,128,128,165,171,205,205,187,187,335,339,185,191,235,237
U1512,SFNF12,260,262,115,128,167,171,211,211,187,189,327,339,169,183,227,227
U2328,WHWI,248,272,104,104,163,165,207,207,179,193,327,343,169,187,221,221
U2329,WHWI,250,272,128,130,163,173,199,207,171,189,327,343,187,189,0,0
U2331,WHWI,248,280,124,124,155,171,203,207,171,187,327,333,183,193,235,235
U2332,WHWI,250,250,104,104,163,165,199,203,177,177,333,333,189,189,227,235
U2334,WHWI,272,284,122,130,159,163,207,211,171,187,333,343,169,169,237,237
U2336,WHWI,272,272,124,128,161,173,207,211,177,177,333,343,169,169,221,221
U2337,WHWI,248,248,104,120,159,163,203,207,183,187,333,343,169,191,221,235
U2338,WHWI,272,276,128,134,155,163,207,211,183,193,327,333,187,187,239,241
U2339,WHWI,252,272,122,128,155,159,205,207,177,187,341,343,183,187,235,241
U2341,WHWI,248,272,128,130,155,165,199,211,171,177,333,337,169,187,221,235
U2343,WHWI,262,284,128,130,165,171,207,207,171,185,343,343,169,189,235,237
U2347,WHWI,276,284,104,128,159,163,203,207,171,193,333,343,189,189,235,235
U2348,WHWI,248,276,128,130,159,181,207,211,183,193,335,335,169,177,235,235
U2350,WHWI,248,248,122,124,159,163,199,207,171,185,327,333,169,193,227,227
U2351,WHWI,250,272,128,134,159,159,203,207,177,183,327,343,169,169,235,235
U2353,WHWI,248,276,124,130,163,165,201,207,171,185,327,343,169,189,221,227
U2356,WHWI,248,276,130,130,163,163,201,207,187,193,333,343,169,169,235,235
U2358,WHWI,272,288,122,124,163,163,203,207,177,193,333,337,189,193,221,235
U2359,WHWI,248,290,124,124,163,163,203,211,183,187,333,343,187,189,221,237
U2360,WHWI,272,272,122,124,159,163,207,219,183,187,327,333,187,189,227,237
U2363,WHWI,250,272,130,130,161,167,207,211,173,185,333,339,189,193,229,235
U2308,WWI,248,272,128,132,161,163,207,211,171,171,335,339,183,187,235,237
U2309,WWI,278,280,124,130,163,165,207,207,171,187,333,339,187,189,235,237
U2311,WWI,248,278,128,130,155,163,207,211,171,189,333,339,187,189,223,223
U2312,WWI,248,278,104,130,163,165,199,207,171,189,333,333,169,183,223,235
U2313,WWI,252,272,128,128,163,175,199,207,171,183,333,339,187,187,223,235
U2314,WWI,268,272,115,124,165,175,207,207,183,183,339,339,183,183,227,235
U2317,WWI,248,248,122,128,159,173,207,211,171,183,333,333,169,181,223,237
U2318,WWI,270,276,104,115,163,173,197,207,171,189,333,333,187,191,221,235
U2319,WWI,272,278,104,124,163,165,205,207,171,183,327,339,187,191,223,235
U2520,VSH123,254,256,104,122,161,171,207,207,189,193,327,335,169,189,221,223
U2522,VSH123,248,262,128,134,163,173,199,201,0,0,0,0,181,183,235,235
U2524,VSH123,248,256,130,136,155,159,203,221,171,185,339,339,169,183,223,235
U2525,VSH123,248,260,120,134,171,175,209,209,177,179,339,341,169,177,221,221
U2526,VSH123,248,260,104,128,159,171,209,219,177,177,339,341,181,191,221,239
U2533,VSH123,0,0,122,128,0,0,203,203,171,187,327,339,169,189,227,235
U2534,VSH123,248,274,122,128,171,177,203,211,183,185,339,341,169,187,223,235
U2509,VSH123,248,254,124,128,161,163,207,209,177,187,335,339,169,183,235,235
U2510,VSH123,248,248,120,128,167,171,199,207,171,189,331,333,169,177,235,235
U2511,VSH123,248,256,128,150,161,167,203,207,179,185,327,327,181,187,223,227
U2512,VSH123,248,268,104,128,161,167,203,207,179,187,327,341,169,191,221,227
U2537,VSH123,260,274,122,134,167,167,205,207,181,185,327,339,191,191,221,235
U2538,VSH123,270,270,130,130,167,173,207,207,175,175,335,339,169,191,221,221
U2539,VSH123,256,278,104,104,163,165,205,207,171,187,327,333,169,183,235,237
U2515,VSH123,270,284,124,156,167,171,0,0,183,183,331,337,173,187,233,235
U2516,VSH123,254,270,128,128,163,171,203,217,179,187,0,0,169,169,235,237
U2519,VSH123,256,264,120,132,165,179,195,205,0,0,327,335,169,185,235,235
U2528,VSH123,248,250,104,132,171,175,203,209,185,185,333,337,181,189,235,235
U2531,VSH123,256,268,124,132,161,163,203,205,177,193,327,339,169,183,227,233
