"","Ind","Pop","Longitude","Latitude","B114_1","B114_2","B159__1","B159_2","WGA_1","WGA_2","A5_1","A5_2","B121_1","B121_2","B147_1","B147_2","B249_1","B249_2","B264_1","B264_2"
"1234","U1306","BV",-85.9117635,35.9005681,248,256,124,124,159,159,211,211,171,189,329,333,189,191,221,221
"1239","U1314","BV",-85.9098456,35.9120726,258,270,104,128,159,169,203,211,189,189,333,339,183,187,0,0
"1240","U1315","BV",-85.9073083,35.9102915,248,260,104,128,155,163,211,211,171,177,327,335,191,193,227,235
"1243","U1319","BV",-85.9109067,35.9161933,274,280,104,109,161,167,211,217,177,185,333,333,169,193,227,235
"1244","U1320","BV",-85.9145966,35.9239801,262,272,104,124,155,165,199,205,171,189,339,341,183,187,223,235
"1246","U1324","BV",-85.9139101,35.8967379,248,254,132,132,155,163,203,211,171,193,327,333,173,187,221,221
"1250","U1331","BV",-85.9083575,35.9073259,250,254,130,132,155,163,199,209,185,189,339,339,187,189,221,235
"1251","U1333","BV",-85.9102457,35.9150964,248,248,104,124,155,167,203,211,179,185,335,339,169,183,221,221
"1253","U1340","BV",-85.911299,35.9182975,276,278,104,134,163,167,199,207,179,187,337,339,169,189,235,247
"1256","U1344","BV",-85.9105139,35.9060472,262,276,126,130,167,171,209,213,171,183,327,337,169,183,221,235
"1258","U1346","BV",-85.9086911,35.9128915,248,256,104,148,155,169,199,207,171,187,333,335,183,183,221,223
"1261","U1349","BV",-85.9134841,35.8962922,248,276,130,132,155,163,207,211,181,185,331,333,183,183,229,235
"1278","U1375","BV",-85.9085809,35.9128455,248,254,104,136,161,165,207,211,177,187,339,343,169,183,223,235
"1280","U1383","BV",-85.9104901,35.906624,248,270,124,136,167,171,199,211,177,191,0,0,183,183,221,235
"1281","U1385","BV",-85.9103495,35.9065236,248,276,104,128,155,157,203,207,181,183,327,333,183,191,227,243
"1296","U1413","BV",-85.9116448,35.9181384,248,260,124,132,0,0,209,211,177,179,333,339,169,183,227,235
"1298","U1417","BV",-85.9105297,35.9066244,258,276,124,130,163,167,207,213,171,189,333,337,169,183,235,239
"1301","U1852","BVT",-73.002411,44.4474793,248,280,128,130,161,163,197,209,171,179,329,333,183,183,221,237
"1302","U1853","BVT",-73.0022716,44.4475128,248,280,124,130,159,161,201,211,171,185,331,333,169,183,221,221
"1304","U1855","BVT",-73.0018495,44.4462541,254,264,124,128,155,177,207,211,171,177,333,333,183,187,237,237
"1307","U1858","BVT",-73.0022897,44.4458747,248,276,128,130,155,163,203,207,171,179,327,333,187,191,237,237
"1308","U1859","BVT",-73.0022018,44.4451349,264,280,122,128,171,171,207,209,171,185,333,339,169,173,217,221
"1309","U1860","BVT",-73.002226,44.4451623,248,288,104,115,167,173,209,209,171,185,329,339,173,189,221,221
"1311","U1862","BVT",-73.001546,44.4448353,248,256,124,130,163,171,207,211,177,193,339,339,169,183,221,227
"1312","U1863","BVT",-73.0015543,44.4449615,250,278,130,136,163,175,211,211,177,193,337,339,169,187,221,221
"1313","U1865","BVT",-73.0009212,44.4439961,248,256,122,134,165,177,203,207,171,177,333,341,183,187,221,237
"1317","U1871","BVT",-73.0002999,44.4437872,256,278,120,128,161,167,205,209,177,177,333,333,169,183,221,221
"1318","U1873","BVT",-72.9967423,44.444193,256,278,104,120,155,155,203,207,179,187,333,339,169,183,223,229
"1320","U1875","BVT",-73.0002146,44.4429755,278,282,128,130,163,167,207,207,177,183,331,335,169,191,221,221
"1321","U1876","BVT",-73.0002146,44.4429755,248,282,104,130,167,177,203,207,183,189,333,341,191,193,233,235
"1322","U2448","BVTGMVT2",-72.8069622,43.940537,248,260,104,120,159,163,203,207,177,189,327,337,185,187,221,221
"1323","U2449","BVTGMVT2",-72.8069528,43.8996292,248,256,124,128,157,165,203,203,177,179,327,333,187,187,237,237
"1324","U2450","BVTGMVT2",-72.8454391,43.8823562,252,282,124,128,173,173,197,207,185,193,339,339,183,185,235,235
"1325","U2451","BVTGMVT2",-72.828039,43.8809338,248,254,122,124,165,167,199,205,177,181,0,0,169,183,221,237
"1326","U2452","BVTGMVT2",-72.8150614,43.8808509,248,248,104,124,163,163,201,209,177,177,0,0,181,191,221,221
"1327","U2453","BVTGMVT2",-72.813657,43.8820192,248,278,104,124,175,177,205,207,177,185,333,333,187,191,227,235
"1328","U2454","BVTGMVT2",-72.8135605,43.8206515,248,264,128,130,175,175,207,207,171,177,339,343,169,183,239,243
"1329","U2455","BVTGMVT2",-72.8139161,43.8247769,248,258,128,158,159,175,207,211,179,179,333,333,179,183,235,235
"1330","U2456","BVTGMVT2",-72.8129742,43.8244516,258,282,104,124,155,173,203,207,171,179,335,339,187,191,0,0
"1331","U2457","BVTGMVT2",-72.8121271,43.8336239,248,276,104,134,165,173,207,211,179,187,335,337,185,187,221,221
"1333","U2459","BVTGMVT2",-72.8161818,43.8422417,258,272,124,128,155,175,209,219,177,183,333,341,183,193,235,237
"1334","U2460","BVTGMVT2",-72.8161979,43.8420234,248,258,128,136,161,171,201,205,179,185,333,343,169,169,235,235
"1335","U2461","BVTGMVT2",-72.8181438,43.8419199,252,272,104,124,151,171,207,211,177,179,333,337,169,189,227,227
"1336","U1826","BVTGMVT2",-72.6023607,44.1655523,248,254,122,124,161,177,211,211,177,185,331,339,169,183,221,235
"1337","U1827","BVTGMVT2",-72.6015702,44.1659228,248,262,104,128,155,177,205,213,171,171,339,339,169,191,221,235
"1338","U1828","BVTGMVT2",-72.6014923,44.1659932,248,290,130,130,159,169,205,207,171,187,333,339,181,183,221,227
"1339","U1829","BVTGMVT2",-72.6023411,44.1663441,248,254,104,136,163,163,211,217,171,181,333,335,169,179,235,237
"1341","U1831","BVTGMVT2",-72.6030948,44.1659548,254,268,124,128,161,163,209,213,177,187,333,339,169,191,235,237
"1343","U1833","BVTGMVT2",-72.6032355,44.1658768,248,254,124,142,165,175,211,211,171,171,331,333,169,183,221,221
"1344","U1834","BVTGMVT2",-72.6033675,44.1660146,252,254,104,124,159,163,199,207,171,177,339,343,183,187,0,0
"1346","U1836","BVTGMVT2",-72.6029743,44.1661504,248,264,122,132,159,163,211,217,169,185,335,339,167,185,219,235
"1347","U1837","BVTGMVT2",-72.6030114,44.1661601,248,254,104,122,155,163,211,219,187,191,335,339,187,187,221,227
"1348","U1838","BVTGMVT2",-72.6031983,44.1664882,254,254,120,124,155,163,199,207,177,181,333,343,187,187,227,235
"1349","U1839","BVTGMVT2",-72.6036073,44.1662717,264,290,124,128,161,163,203,213,171,177,333,343,183,191,221,221
"1350","U1840","BVTGMVT2",-72.6036448,44.1662725,248,264,124,130,163,167,213,219,177,181,333,339,187,191,221,221
"1351","U1842","BVTGMVT2",-72.6036422,44.1663354,254,276,124,128,161,163,207,213,177,183,335,343,189,191,235,235
"1352","U1844","BVTGMVT2",-72.6037066,44.1665979,256,264,124,128,161,165,199,209,179,181,333,343,181,191,235,237
"1353","U1845","BVTGMVT2",-72.6038605,44.166196,254,274,104,124,161,163,199,205,177,193,339,343,169,187,227,235
"1355","U1762","CNF",-88.63258,45.47117,264,282,122,132,159,161,211,211,177,185,339,341,169,183,221,237
"1356","U1763","CNF",-88.63,45.47082,252,272,130,132,161,163,207,211,185,187,333,339,169,187,241,241
"1357","U1765","CNF",-88.62977,45.47015,248,252,130,130,159,159,211,211,185,187,333,333,169,187,227,227
"1358","U1766","CNF",-88.62974,45.47028,264,284,130,136,159,163,207,211,177,185,333,343,169,187,0,0
"1359","U1767","CNF",-88.62962,45.47071,264,276,128,136,159,169,207,211,185,189,335,339,169,183,227,227
"1361","U1771","CNF",-88.62845,45.47129,270,284,128,130,163,165,207,211,171,177,339,339,183,191,227,235
"1362","U1772","CNF",-88.62765,45.47136,270,270,122,130,155,163,211,211,177,177,327,333,189,191,227,237
"1367","U1777","CNF",-88.62579,45.47129,270,284,122,130,155,163,199,219,177,187,333,333,169,189,235,235
"1368","U1778","CNF",-88.62554,45.47151,248,270,130,132,155,171,207,211,171,189,329,333,189,189,221,237
"1369","U1779","CNF",-88.625,45.47158,252,274,122,128,165,171,199,211,171,185,333,337,169,191,235,235
"1370","U1780","CNF",-88.62416,45.4713,270,284,130,132,159,171,207,219,171,177,341,343,187,191,229,235
"1379","U1789","CNF",-88.62406,45.4733,272,284,130,132,157,167,207,211,177,189,333,337,181,189,227,229
"1380","U1790","CNF",-88.62271,45.4729,272,284,132,136,155,175,207,219,171,177,339,343,187,187,221,227
"1382","U2467","FKN",-79.4602605,38.5764765,270,276,122,128,155,163,207,219,189,189,331,333,185,189,221,249
"1383","U2468","FKN",-79.4624281,38.5765747,254,260,132,134,163,165,199,205,171,177,341,341,189,191,221,227
"1384","U2469","FKN",-79.4625628,38.5762064,248,262,122,128,163,163,207,219,169,183,333,339,189,199,221,237
"1385","U2470","FKN",-79.4624918,38.5761454,248,260,104,128,163,163,203,217,171,177,333,339,193,199,235,237
"1386","U2471","FKN",-79.4618912,38.5760343,270,276,122,124,165,169,219,219,163,189,339,339,169,187,221,237
"1387","U2472","FKN",-79.4620532,38.5761385,248,260,104,126,163,165,199,219,189,193,335,339,183,191,221,221
"1389","U2475","FKN",-79.4610883,38.575908,260,276,104,122,155,163,211,211,179,193,339,341,169,183,221,235
"1390","U2476","FKN",-79.4612186,38.5757456,248,278,119,122,155,165,199,219,179,183,339,339,181,191,221,229
"1391","U2477","FKN",-79.4611285,38.5748601,248,256,122,128,167,167,205,207,185,189,327,339,169,187,235,237
"1392","U2478","FKN",-79.4617977,38.5748697,256,282,132,134,161,167,211,211,177,187,333,339,181,187,239,239
"1394","U2481","FKN",-79.4589526,38.5746454,278,282,128,132,161,179,197,211,177,183,333,339,187,189,237,237
"1395","U2482","FKN",-79.4589744,38.5743543,248,258,120,128,169,179,199,209,177,187,337,339,169,187,233,235
"1396","U2483","FKN",-79.4589974,38.5743079,248,254,104,128,163,163,209,211,185,189,333,337,187,187,221,235
"1397","U2484","FKN",-79.4587855,38.5741,248,248,122,132,163,163,207,209,177,187,331,333,169,187,233,235
"1398","U2485","FKN",-79.4593719,38.5740383,248,272,128,132,161,169,207,209,179,187,337,339,173,187,235,235
"1399","U2487","FKN",-79.4594236,38.5737644,248,254,126,132,165,169,207,207,185,187,0,0,183,187,235,235
"1400","U2490","FKN",-79.4602436,38.5701523,248,248,128,128,163,173,207,211,189,193,333,341,169,189,221,239
"1401","U2491","FKN",-79.460186,38.5978885,276,290,124,128,163,163,199,207,179,189,327,337,169,183,223,239
"1403","U2495","FKN",-79.1754316,38.5978691,256,264,104,128,165,169,205,207,177,191,337,341,169,191,235,239
"1404","U2496","FKN",-79.1753164,38.5978504,248,256,104,134,155,159,207,207,179,189,337,339,169,189,223,229
"1405","U2497","FKN",-79.1753166,38.5978495,254,280,104,128,161,165,203,207,177,179,337,339,187,187,221,239
"1406","U2498","FKN",-79.1752712,38.5979021,256,260,124,128,155,165,205,207,179,191,335,339,169,177,235,239
"1407","U2499","FKN",-79.1752138,38.59731,254,260,120,134,155,165,197,205,177,193,333,337,173,187,237,239
"1408","U2502","FKN",-79.1746729,38.59762,248,260,104,104,155,173,207,209,183,189,333,333,169,191,221,221
"1409","U2503","FKN",-79.1759277,38.5978246,248,254,104,128,155,165,205,207,177,189,333,337,187,191,221,221
"1410","U2202","GMVT1",-72.5507688,42.9886203,272,284,104,120,159,165,207,211,177,179,333,335,169,169,223,223
"1411","U2203","GMVT1",-72.5505254,42.9882639,270,282,104,104,155,165,197,199,181,187,339,339,183,191,221,235
"1412","U2205","GMVT1",-72.5522441,42.9885348,260,274,128,130,159,163,199,203,177,177,341,343,169,183,221,221
"1413","U2206","GMVT1",-72.5522441,42.9885348,248,252,124,128,171,173,203,207,179,185,0,0,169,181,229,235
"1414","U2207","GMVT1",-72.551426,42.986275,256,280,120,124,161,163,195,211,181,187,333,341,169,191,221,221
"1415","U2212","GMVT1",-72.551426,42.986275,248,280,128,128,157,163,205,219,0,0,333,335,0,0,221,235
"1418","U2215","GMVT1",-72.5502136,42.9806754,258,268,130,130,161,163,203,203,171,177,333,335,169,189,227,227
"1419","U2216","GMVT1",-72.5502136,42.9806754,256,280,122,136,165,165,199,211,179,181,333,339,169,183,0,0
"1421","U2217","GMVT1",-72.5530933,42.986608,248,260,120,128,155,169,207,209,169,179,331,339,183,183,223,231
"1423","U2221","GMVT1",-72.549945,42.9914481,276,280,124,128,167,171,195,207,171,181,331,341,169,183,229,235
"1424","U2222","GMVT1",-72.5494648,42.9924193,276,276,104,122,163,165,195,207,171,181,339,341,169,183,227,227
"1426","U2224","GMVT1",-72.5494296,42.9926887,260,276,122,138,165,167,203,219,171,183,0,0,169,183,235,235
"1427","U2225","GMVT1",-72.5489422,42.9926062,0,0,128,136,155,163,207,219,187,187,333,341,183,187,235,235
"1431","U1120","MC",-86.1056974,37.1737347,252,258,104,104,0,0,205,207,179,181,333,339,169,183,221,245
"1432","U1122","MC",-86.0372434,37.2678156,248,272,104,132,167,179,0,0,185,193,327,339,169,183,235,235
"1433","U1125","MC",-86.0411209,37.2413017,260,264,124,134,163,165,205,205,177,185,333,335,183,193,223,223
"1434","U1126","MC",-86.2263948,37.2245212,248,274,128,130,161,173,199,207,171,177,327,335,169,183,227,235
"1435","U1127","MC",-86.1222191,37.1778874,254,254,130,136,163,167,207,209,171,171,333,335,169,187,221,227
"1436","U1128","MC",-86.0717042,37.1293233,260,264,104,104,171,181,199,207,187,187,333,337,169,169,239,239
"1437","U1129","MC",-86.0720206,37.1292266,264,280,104,132,163,171,207,211,175,187,333,337,189,191,221,227
"1439","U1131","MC",-86.0728085,37.1292418,248,248,124,128,167,171,207,215,183,187,333,335,169,183,239,239
"1440","U1135","MC",-86.0786263,37.1303688,248,248,128,130,159,171,207,211,171,185,333,333,169,193,231,237
"1444","U1140","MC",-86.1206463,37.1794622,254,282,122,128,163,167,199,211,171,185,333,339,187,187,221,235
"1445","U1142","MC",-86.048968,37.2116647,248,256,120,120,163,163,199,209,171,189,327,333,183,187,221,235
"1446","U1144","MC",-86.029433,37.2533389,256,268,104,134,159,167,203,203,171,183,327,333,189,191,223,235
"1447","U1145","MC",-86.0285205,37.252394,248,268,124,130,155,171,203,209,177,185,327,327,183,189,221,221
"1448","U1146","MC",-86.0933922,37.2268768,248,262,122,130,163,167,199,207,171,187,327,335,187,191,241,241
"1449","U1147","MC",-86.1328823,37.1516814,248,254,104,122,155,163,211,215,177,199,331,333,183,183,221,235
"1450","U1148","MC",-86.2281029,37.1995909,268,276,115,128,163,171,207,207,183,187,333,333,169,187,235,235
"1451","U1150","MC",-86.2163978,37.2233107,252,274,124,134,163,167,0,0,171,185,329,333,169,183,235,241
"1452","U1151","MC",-86.0791263,37.1866192,266,282,106,120,163,167,207,217,171,171,339,341,187,193,221,235
"1453","U1153","MC",-86.0776411,37.1873829,248,278,122,128,163,165,205,211,187,187,333,339,169,183,235,237
"1455","U1155","MC",-86.0570732,37.2495151,254,264,132,138,163,169,199,217,169,189,329,339,187,191,233,235
"1457","U1157","MC",-86.0977779,37.1936854,248,276,124,132,155,165,203,203,171,187,333,339,169,191,235,237
"1458","U1159","MC",-86.098068,37.1939219,248,276,124,132,155,165,199,203,177,185,333,339,191,193,221,235
"1459","U1160","MC",-86.0981776,37.1941842,272,276,104,128,165,165,203,217,187,187,333,341,187,193,221,227
"1460","U1161","MC",-86.0970362,37.1764903,272,288,104,136,163,165,205,207,185,185,333,339,191,191,221,237
"1461","U1163","MC",-86.1486246,37.2089526,248,254,124,128,155,155,197,207,171,171,327,335,191,191,229,237
"1462","U1165","MC",-86.1113532,37.1813309,252,272,122,136,155,171,211,217,179,185,333,333,183,187,221,221
"1463","U1168","MC",-86.112986,37.2276111,252,274,104,124,159,171,205,207,171,183,327,339,169,187,237,237
"1464","U1169","MC",-86.2422524,37.2168357,256,286,104,130,163,167,205,215,183,193,327,331,187,191,221,235
"1465","U1170","MC",-86.1310193,37.153101,254,256,130,136,163,171,211,215,177,199,331,341,187,189,221,237
"1466","U1171","MC",-86.1775313,37.2089225,256,268,120,128,157,163,207,209,183,189,333,339,169,181,221,243
"1468","U1173","MC",-86.1575425,37.2157136,248,254,124,126,163,165,201,205,177,187,333,333,169,187,221,235
"1469","U1174","MC",-86.1585688,37.2156488,0,0,115,120,0,0,199,209,171,185,339,343,169,181,227,235
"1470","U1175","MC",-86.1601762,37.2150203,248,264,104,124,163,171,203,217,187,193,335,339,169,193,221,221
"1471","U1176","MC",-86.1611475,37.2148378,256,264,104,124,171,171,197,209,185,185,327,337,169,191,227,241
"1472","U1177","MC",-86.1632176,37.215168,248,248,128,136,165,167,199,207,181,187,327,337,169,187,237,239
"1473","U1178","MC",-86.1635759,37.2153868,256,274,124,128,159,165,199,211,171,171,337,337,169,169,221,221
"1474","U1179","MC",-86.1641934,37.2155985,272,278,124,124,159,163,205,207,171,187,333,337,0,0,0,0
"1475","U1180","MC",-86.1643624,37.2156087,248,262,104,130,165,177,205,209,171,171,333,341,169,187,235,235
"1476","U1181","MC",-86.1557768,37.2163861,252,256,124,124,169,179,205,207,171,183,333,337,181,181,235,237
"1477","U1182","MC",-86.1533864,37.2174868,248,254,104,130,163,171,201,209,171,179,327,341,189,191,235,237
"1478","U1184","MC",-86.1538909,37.2177247,270,276,120,124,165,173,207,207,185,189,333,337,191,191,223,239
"1479","U1185","MC",-86.1535158,37.2180105,248,252,104,128,155,161,205,209,177,177,327,341,189,189,223,235
"1480","U1186","MC",-86.1900804,37.2178516,248,266,124,130,163,167,207,207,171,179,331,333,169,189,235,237
"1481","U1187","MC",-86.1893734,37.2186129,248,248,130,136,167,171,203,203,189,189,327,337,183,187,221,233
"1482","U1188","MC",-86.1858705,37.2215364,256,276,122,124,171,175,207,219,171,187,333,339,169,173,227,241
"1483","U1189","MC",-86.1862826,37.2230445,254,258,128,130,163,171,197,207,187,191,333,335,177,181,225,229
"1484","U1190","MC",-86.0386134,37.2132576,260,288,122,128,165,169,211,211,171,179,327,327,187,193,235,237
"1488","U1194","MC",-86.0796041,37.1862354,262,282,104,104,157,159,207,207,171,177,327,339,169,183,235,235
"1490","U1196","MC",-86.0573954,37.1502217,248,248,124,134,155,163,194,205,187,189,337,337,183,187,235,235
"1491","U1197","MC",-86.1076134,37.1937509,258,274,104,120,161,169,203,207,183,187,339,341,169,181,235,235
"1492","U1003","OZ12",-90.9915479,36.9497268,248,282,124,130,155,165,207,211,171,185,337,339,187,191,221,221
"1493","U1004","OZ12",-91.0266816,36.9899011,250,254,115,130,163,183,205,209,187,189,339,339,169,191,227,227
"1494","U1005","OZ12",-90.976738,36.9725664,272,278,154,154,159,161,207,211,181,187,333,339,187,191,235,235
"1495","U1006","OZ12",-91.017051,37.0038097,248,254,122,150,167,171,209,219,171,187,333,333,183,183,235,235
"1496","U1007","OZ12",-91.0875782,36.8551332,256,278,104,128,163,165,199,209,187,187,329,339,181,187,227,235
"1497","U1008","OZ12",-91.0758791,36.8600909,248,250,104,104,163,163,211,215,171,177,333,339,183,187,227,233
"1498","U1009","OZ12",-91.0801486,36.8607008,272,272,104,104,167,167,205,207,171,185,337,339,183,187,221,235
"1499","U1011","OZ12",-91.6207906,37.440616,248,268,104,128,163,167,207,211,185,193,331,335,169,181,227,235
"1500","U1012","OZ12",-91.621364,37.4426326,248,286,124,130,159,171,199,205,173,187,333,339,181,187,227,229
"1501","U1014","OZ12",-91.6217941,37.4438364,272,278,136,144,159,179,205,207,187,187,333,341,181,183,235,237
"1502","U1016","OZ12",-91.6845642,37.4549349,248,262,120,124,163,165,207,217,171,177,327,333,187,193,227,235
"1503","U1017","OZ12",-91.6864475,37.4526215,248,248,120,124,163,175,203,211,187,187,333,343,169,169,221,221
"1504","U1018","OZ12",-91.6778833,37.4535985,248,254,104,124,163,163,203,211,181,193,333,333,183,183,237,237
"1505","U1019","OZ12",-91.6797543,37.4519971,276,276,120,120,161,179,205,217,171,179,327,339,183,183,221,227
"1506","U1020","OZ12",-91.6831085,37.4502589,274,276,104,130,163,173,211,211,187,189,327,333,169,183,227,237
"1507","U1023","OZ12",-91.4350306,37.1535699,248,276,122,124,155,163,199,207,171,179,333,333,181,183,235,237
"1508","U1024","OZ12",-91.4333218,37.1556204,248,258,115,122,163,163,199,199,177,177,333,333,183,187,227,237
"1509","U1025","OZ12",-91.4530303,37.1499936,252,264,128,130,159,165,199,211,179,191,341,341,183,189,223,227
"1510","U1026","OZ12",-91.4923176,37.3185967,248,272,130,130,155,163,211,211,171,171,327,333,183,187,221,235
"1511","U1027","OZ12",-91.4876156,37.3195282,248,248,104,115,161,167,205,219,171,177,333,333,169,169,235,235
"1512","U1028","OZ12",-91.4913399,37.3189538,248,284,120,124,155,169,203,207,177,193,333,337,169,183,227,237
"1513","U1029","OZ12",-91.5021477,37.1219621,248,248,128,128,163,167,207,209,175,177,333,341,189,191,227,239
"1514","U1030","OZ12",-91.5100371,37.1248828,248,288,124,130,159,171,203,207,171,187,339,339,169,187,221,237
"1515","U1031","OZ12",-91.5081775,37.123282,278,278,104,104,159,167,207,207,185,187,333,339,169,187,227,237
"1516","U1032","OZ12",-91.5072067,37.1228462,248,276,124,134,159,171,207,207,181,187,335,341,183,183,221,233
"1517","U1033","OZ12",-91.426193,37.1572835,272,272,115,124,163,163,205,207,181,185,335,339,185,187,221,235
"1518","U1034","OZ12",-91.4290231,37.1620079,248,272,128,130,155,171,205,219,181,187,333,339,183,187,227,235
"1519","U1035","OZ12",-91.4290561,37.1620444,248,252,124,124,155,171,205,213,177,187,333,339,183,183,227,235
"1520","U1036","OZ12",-91.4261287,37.1641868,248,282,124,124,161,161,205,209,171,171,333,335,169,187,227,235
"1521","U1037","OZ12",-91.3187904,37.1718155,248,248,104,128,163,171,203,207,179,191,331,333,169,183,227,227
"1522","U1038","OZ12",-91.2128706,37.1762406,254,258,104,128,159,163,201,205,171,171,333,341,169,193,221,227
"1524","U1040","OZ12",-91.2133139,37.1674596,268,282,124,130,165,165,201,217,171,187,337,339,169,183,229,239
"1525","U1041","OZ12",-91.4786173,37.3365106,252,256,128,130,163,163,205,211,177,187,333,335,169,191,221,229
"1527","U1044","OZ12",-91.1733271,37.1864168,268,278,130,136,163,165,209,211,171,171,333,337,183,189,227,237
"1528","U1045","OZ12",-91.1727674,37.1881387,276,280,120,124,159,171,207,211,183,193,327,333,169,185,227,227
"1529","U1046","OZ12",-91.5971086,37.4109907,258,282,104,122,157,163,0,0,177,187,327,339,169,183,221,243
"1530","U1047","OZ12",-91.5975435,37.4106894,254,258,128,128,161,165,195,205,181,187,333,335,183,187,223,235
"1531","U1048","OZ12",-91.5743008,37.3940166,256,270,128,130,163,179,201,211,179,185,327,333,183,187,235,237
"1532","U1049","OZ12",-91.5740373,37.3864604,248,280,104,130,155,163,207,207,171,179,331,333,169,169,235,235
"1533","U1050","OZ12",-91.5740373,37.3864604,248,280,120,136,161,171,207,209,171,183,333,335,183,187,235,249
"1534","U1051","OZ12",-91.5621698,37.3821076,274,274,122,124,155,159,203,207,187,193,333,339,169,187,221,235
"1535","U1052","OZ12",-91.5735931,37.3902316,248,248,128,134,167,175,205,207,171,179,333,341,169,187,229,237
"1536","U1053","OZ12",-91.4937738,37.3812921,272,294,104,120,153,171,0,0,177,187,333,337,169,189,227,227
"1537","U1054","OZ12",-91.4939237,37.380573,256,294,124,132,159,171,199,211,171,177,339,339,169,169,227,229
"1539","U1059","OZ12",-91.409702,37.2809581,254,278,124,124,159,163,203,203,177,193,339,341,183,187,227,237
"1540","U1061","OZ12",-91.5731447,37.0538575,252,254,122,132,155,163,207,207,171,171,335,337,169,189,235,239
"1542","U1063","OZ12",-91.5612542,37.0576168,248,256,124,128,155,163,199,205,171,187,331,341,183,193,221,241
"1544","U1066","OZ12",-91.571698,37.0428436,248,280,128,132,155,163,203,205,171,173,327,337,187,189,221,235
"1547","U1069","OZ12",-91.3313339,37.2441155,248,276,104,124,161,163,205,211,171,189,333,339,169,183,221,227
"1548","U1070","OZ12",-91.3148523,37.2283887,248,264,104,128,163,171,205,211,171,183,333,335,169,195,221,237
"1549","U1071","OZ12",-91.3147324,37.2282067,260,264,104,130,161,163,209,211,177,183,339,339,169,177,223,235
"1551","U1073","OZ12",-91.3274237,37.2169942,256,266,122,128,161,163,0,0,171,177,0,0,183,187,235,237
"1552","U1075","OZ12",-91.3251475,37.2139246,254,272,122,128,163,177,207,209,171,187,333,337,169,169,223,223
"1555","U1078","OZ12",-91.1671364,37.1643027,248,282,128,132,163,173,199,205,171,187,333,339,169,187,227,227
"1556","U1079","OZ12",-91.3235024,37.2022023,272,286,104,130,161,175,207,209,177,179,333,339,187,191,229,229
"1557","U1080","OZ12",-91.3161526,37.1962666,254,272,104,128,161,163,203,203,171,177,333,339,177,187,221,229
"1558","U1081","OZ12",-91.3052283,37.1945605,256,272,128,130,163,167,205,219,171,187,327,339,169,191,235,235
"1560","U1083","OZ12",-91.3016879,37.1946811,286,290,124,130,163,165,207,207,177,177,331,335,169,169,223,227
"1561","U1084","OZ12",-91.1964358,37.1270059,260,260,108,120,161,163,205,217,171,187,331,341,169,187,221,221
"1562","U1085","OZ12",-91.2025741,37.1254228,266,272,128,148,163,171,199,207,177,181,333,333,169,183,219,221
"1565","U1089","OZ12",-91.0649317,37.1207858,248,276,130,130,157,163,197,197,171,177,339,339,169,183,221,221
"1569","U1093","OZ12",-91.66822,37.0576312,248,258,124,128,171,171,203,209,171,171,0,0,183,187,221,237
"1570","U1447","OZ12",-91.0804796,36.8604718,252,260,128,154,167,167,199,207,177,185,339,341,187,187,227,235
"1572","U1449","OZ12",-91.0757303,36.8593134,248,272,104,128,163,167,205,207,177,185,333,339,169,183,227,235
"1575","U1452","OZ12",-91.1205309,36.8601656,268,282,124,130,165,169,207,211,181,187,331,333,169,187,221,227
"1581","U1458","OZ12",-91.215315,36.7287231,272,274,124,128,163,173,207,211,171,183,333,343,169,169,227,235
"1582","U1459","OZ12",-91.330717,36.7960448,248,254,124,124,0,0,199,207,171,187,337,339,169,183,227,233
"1583","U1460","OZ12",-91.3301763,36.7966862,284,284,122,124,159,163,199,207,171,185,333,339,183,183,219,227
"1585","U1462","OZ12",-91.347895,36.8155108,268,268,122,128,163,163,203,207,171,185,333,339,183,183,235,235
"1586","U1463","OZ12",-91.2176352,36.7291094,248,248,128,128,163,165,211,211,183,193,327,341,183,187,221,235
"1587","U1464","OZ12",-91.2182514,36.7281271,254,262,124,128,175,175,207,207,179,189,337,343,169,183,227,227
"1592","U1469","OZ12",-91.2379341,36.7238413,0,0,124,124,175,175,0,0,183,187,337,337,181,183,221,237
"1593","U1470","OZ12",-91.2408378,36.7266244,262,282,104,128,171,175,203,209,181,183,339,339,169,181,235,237
"1595","U1472","OZ12",-91.2446456,36.7251213,256,258,104,120,155,163,0,0,171,171,327,337,169,193,229,229
"1596","U1473","OZ12",-91.2459765,36.7256817,262,272,124,130,159,167,199,199,179,187,0,0,169,169,223,235
"1599","U1476","OZ12",-91.3125029,36.7690352,254,268,122,128,155,163,0,0,173,183,333,339,169,169,235,235
"1600","U1477","OZ12",-91.3087843,36.772047,254,278,122,124,163,167,205,207,185,185,0,0,187,189,221,227
"1601","U1479","OZ12",-91.3053465,36.7729806,254,276,128,128,159,167,207,207,181,183,339,339,183,191,235,237
"1602","U1481","OZ12",-91.2973972,36.772209,248,254,104,130,159,163,0,0,179,187,339,343,183,185,227,239
"1613","U1518","SFNF12",-90.6385585,34.5979811,280,290,122,128,161,161,207,207,183,193,339,339,169,191,227,237
"1614","U1519","SFNF12",-90.639952,34.6007488,260,268,104,144,161,163,211,217,173,173,327,335,169,169,221,233
"1615","U1520","SFNF12",-90.6393897,34.600197,248,258,104,124,159,163,207,207,177,189,335,339,169,183,237,237
