"","scrubbed_species_binomial","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","native_status","native_status_reason","native_status_sources","is_introduced","native_status_country","native_status_state_province","native_status_county_parish","country","state_province","county","locality","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","catalog_number","recorded_by","record_number","date_collected","identified_by","date_identified","identification_remarks","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_new_world","observation_type"
"899","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","N","Native to region, as per checklist","vascan",0,"N",NA,NA,"Canada","Nova Scotia",NA,"Meander River just downstream from Ashdale road crossing",45,-64.0325,2000-06-17,"GBIF","Acadia University","Acadia University","Acadia University","ACAD",2892,"465863768","Blaney, CS",NA,2000-06-17,"Blaney, CS",NA,NA,0,0,NA,1,"specimen"
"900","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Nelson",NA,37.64,-78.83,1976-06-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1976-06-01,NA,NA,NA,0,0,NA,1,"plot"
"901","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Michigan","Muskegon",NA,43.308963,-86.048553,2004-04-10,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",2004-04-10,NA,NA,NA,0,0,NA,1,"plot"
"902","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Pepin",NA,44.637172,-92.036574,2007-12-03,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"7",2007-12-03,NA,NA,NA,0,0,NA,1,"plot"
"903","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Boone","Columbia.",38.95167,-92.33389,1902-05-03,"MO","UMO","UMO","UMO",NA,280,NA,"Sweet","92",1902-05-03,NA,NA,NA,1,0,NA,1,"specimen"
"904","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Crow Wing",NA,46.75,-93.87,1989-10-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",1989-10-01,NA,NA,NA,0,0,NA,1,"plot"
"905","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","N","Native to region, as per checklist","vascan",0,"N","N",NA,"Canada","Ontario","Middlesex","Caradoc Tp., bank of Thames River",42.883333,-81.433333,NA,"GBIF","E","E","E","E",3550,"575072536",NA,NA,NA,NA,NA,NA,0,0,NA,1,"specimen"
"906","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Swain","Nantahala NF - Little Tennessee River",35.32206756,-83.518016568,2000-07-11,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,2000-07-11,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"907","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Grant",NA,42.641494,-90.650059,2002-05-15,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"11",2002-05-15,NA,NA,NA,0,0,NA,1,"plot"
"908","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Mecklenburg",NA,35.11,-80.86,1990-06-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1002",1990-06-01,NA,NA,NA,0,0,NA,1,"plot"
"909","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Lincoln",NA,45.259192,-89.497178,2003-04-23,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2003-04-23,NA,NA,NA,0,0,NA,1,"plot"
"910","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Alabama","Colbert",NA,34.575731,-87.563784,1997-07-29,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1997-07-29,NA,NA,NA,0,0,NA,1,"plot"
"911","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Shannon",NA,37.1,-91.53,1987-03-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",1987-03-01,NA,NA,NA,0,0,NA,1,"plot"
"912","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P",NA,NA,"United States","Rhode","Providence","Lime Rock",41.92861,-71.45083,1907-10-05,"GBIF","UConn","UConn","UConn","CONN",1754,"415897921","J. Franklin Collins",NA,1907-10-05,NA,NA,NA,0,0,NA,1,"specimen"
"913","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Carver",NA,44.82,-93.55,1990-02-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1990-02-01,NA,NA,NA,0,0,NA,1,"plot"
"914","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Swain","Nantahala NF - Little Tennessee River",35.322415639,-83.518356237,1997-07-18,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,1997-07-18,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"915","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Georgia","Hart",NA,34.378452,-83.079884,1997-07-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1997-07-01,NA,NA,NA,0,0,NA,1,"plot"
"916","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Michigan","Kent",NA,42.896979,-85.638741,2003-05-22,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",2003-05-22,NA,NA,NA,0,0,NA,1,"plot"
"917","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Polk",NA,45.440044,-92.614203,2006-05-18,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"6",2006-05-18,NA,NA,NA,0,0,NA,1,"plot"
"918","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Wood",NA,44.376466,-89.854789,2005-08-10,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"9",2005-08-10,NA,NA,NA,0,0,NA,1,"plot"
"919","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","West Virginia","Pocahontas",NA,38.21934,-80.1071,2000-06-06,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"17",2000-06-06,NA,NA,NA,0,0,NA,1,"plot"
"920","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Winona",NA,43.96,-91.7,1988-01-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1988-01-01,NA,NA,NA,0,0,NA,1,"plot"
"921","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Nelson",NA,37.81,-79.11,1976-06-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1976-06-01,NA,NA,NA,0,0,NA,1,"plot"
"922","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Ashe","New River Bottoms",36.4,-81.4,1999-07-17,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,1999-07-17,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"923","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Giles",NA,37.25,-80.64,1977-01-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1977-01-01,NA,NA,NA,0,0,NA,1,"plot"
"924","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Ohio","Vinton",NA,39.2864,-82.475659,2006-06-29,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"14",2006-06-29,NA,NA,NA,0,0,NA,1,"plot"
"925","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Swain","Nantahala NF - Little Tennessee River",35.321889684,-83.518505991,1998-07-24,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,1998-07-24,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"926","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Dunn",NA,45.193684,-92.031223,2003-04-22,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2003-04-22,NA,NA,NA,0,0,NA,1,"plot"
"927","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Dunn",NA,45.193684,-92.031223,2003-04-22,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",2003-04-22,NA,NA,NA,0,0,NA,1,"plot"
"928","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Crow Wing",NA,46.75,-93.87,1989-10-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",1989-10-01,NA,NA,NA,0,0,NA,1,"plot"
"929","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Vermont","Rutland",NA,43.537339,-72.981798,2008-02-11,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",2008-02-11,NA,NA,NA,0,0,NA,1,"plot"
"930","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Alabama","Marshall",NA,34.571259,-86.29105,2010-03-30,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",2010-03-30,NA,NA,NA,0,0,NA,1,"plot"
"931","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Goodhue",NA,44.61,-92.69,1988-01-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1988-01-01,NA,NA,NA,0,0,NA,1,"plot"
"932","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Alabama","Coosa",NA,33.08,-86.44,1990-07-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",1990-07-01,NA,NA,NA,0,0,NA,1,"plot"
"933","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Vermont","Franklin",NA,44.821741,-72.766154,2004-08-31,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"21",2004-08-31,NA,NA,NA,0,0,NA,1,"plot"
"934","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Fillmore",NA,43.74,-92.33,1990-05-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",1990-05-01,NA,NA,NA,0,0,NA,1,"plot"
"935","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Rockingham",NA,38.67,-78.92,1976-11-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1976-11-01,NA,NA,NA,0,0,NA,1,"plot"
"936","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Connecticut","Tolland","University of Connecticut Ms Dwarf Orchard",41.80916,-72.25416,1911-02-22,"GBIF","UConn","UConn","UConn","CONN",1754,"415897872","A.F. Schulze",NA,1911-02-22,NA,NA,NA,1,0,NA,1,"specimen"
"937","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","UNK","Status unknown, no checklists for region of observation",NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Rotorua, Rotokawa",-38,176,NA,"GBIF","NZFRI","NZFRI","NZFRI","NZFRI",3413,"1654092004",NA,"71972",NA,"I.Nicholas",NA,NA,0,0,NA,0,"specimen"
"938","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Charlotte",NA,37.03,-78.86,1991-06-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",1991-06-01,NA,NA,NA,0,0,NA,1,"plot"
"939","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin",NA,NA,45.035277,-92.15792,1999-10-18,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"6",1999-10-18,NA,NA,NA,0,0,NA,1,"plot"
"940","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","South Carolina","Union",NA,34.74224,-81.709635,1999-06-23,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",1999-06-23,NA,NA,NA,0,0,NA,1,"plot"
"941","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Stone","Ca. 2.0 mi S of Cape Fair, Virgin Bluff on Table Rock Lake; base of slope at E end of bluff high bluff above lake, mostly dolomite with some sand inclusions and steep talus slope; base of slope; catkins not yet shedding pollen, 8 in. DBH",36.69888,-93.51527,2008-05-25,"MO","MO","MO","MO",NA,280,NA,"Tim E. Smith","4476",2008-05-25,NA,NA,NA,0,0,NA,1,"specimen"
"942","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Shannon",NA,37.194784,-91.30777,2009-10-02,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"7",2009-10-02,NA,NA,NA,0,0,NA,1,"plot"
"943","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Dunn",NA,45.134243,-92.038046,1999-11-29,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1999-11-29,NA,NA,NA,0,0,NA,1,"plot"
"944","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Connecticut","New Haven","",41.4313,-73.1351,1940-09-02,"GBIF","YPM","YPM","YPM","CBS",2480,"1039020992","Edgar B. Harger","8204",1940-09-02,NA,NA,NA,0,0,NA,1,"specimen"
"945","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Wabasha",NA,44.37,-92.06,1990-02-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",1990-02-01,NA,NA,NA,0,0,NA,1,"plot"
"946","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Goodhue",NA,44.36,-92.89,1990-02-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",1990-02-01,NA,NA,NA,0,0,NA,1,"plot"
"947","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Jackson","Ellicott Rock Wilderness Area & Chattooga River Watershed",35.019921706,-83.095100988,1996-01-01,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,1996-01-01,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"948","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","Houston",NA,43.65,-91.32,1990-03-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1990-03-01,NA,NA,NA,0,0,NA,1,"plot"
"949","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Richland",NA,43.344715,-90.578124,2002-02-05,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"2",2002-02-05,NA,NA,NA,0,0,NA,1,"plot"
"950","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Ashe","New River Bottoms",36.464256088,-81.336288295,1999-07-18,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,48,NA,NA,NA,1999-07-18,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"951","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Pennsylvania","Clinton",NA,41.17186,-77.4171,2001-06-21,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2001-06-21,NA,NA,NA,0,0,NA,1,"plot"
"952","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Missouri","Linn",NA,39.96,-93.22,1989-01-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",1989-01-01,NA,NA,NA,0,0,NA,1,"plot"
"953","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Virginia","Pulaski",NA,36.931276,-80.685822,2008-09-04,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"3",2008-09-04,NA,NA,NA,0,0,NA,1,"plot"
"954","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","North Carolina","Caldwell",NA,36.03,-81.69,1990-07-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",1990-07-01,NA,NA,NA,0,0,NA,1,"plot"
"955","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","South Carolina","Marion",NA,34.056729,-79.477553,1967-08-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"5",1967-08-01,NA,NA,NA,0,0,NA,1,"plot"
"956","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Maine","Penobscot",NA,44.96462,-69.17834,2007-05-25,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"17",2007-05-25,NA,NA,NA,0,0,NA,1,"plot"
"957","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Minnesota","McLeod",NA,44.82,-94.21,1990-05-01,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"4",1990-05-01,NA,NA,NA,0,0,NA,1,"plot"
"958","Juglans cinerea","Juglandaceae","Juglans cinerea L.","Juglandaceae","Juglans cinerea","L.","flowering plants","Accepted","Juglandaceae","L.","P","Present in one or more checklists for region, status not indicated","usda",0,"P","P",NA,"United States","Wisconsin","Richland",NA,43.385988,-90.213203,2003-07-23,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,65,NA,NA,"1",2003-07-23,NA,NA,NA,0,0,NA,1,"plot"
