"","associatedsequences","barcodevalue","basisofrecord","bed","canonicalname","catalognumber","class","collectioncode","collectionid","collectionname","collector","commonname","continent","coordinateuncertainty","country","countrycode","county","datasetid","datecollected","datemodified","dqs","earliestageorloweststage","earliesteonorlowesteonothem","earliestepochorlowestseries","earliesteraorlowesterathem","earliestperiodorlowestsystem","etag","eventdate","family","fieldnumber","formation","genus","geologicalcontextid","geopoint.lon","geopoint.lat","group","hasImage","hasMedia","highertaxon","highestbiostratigraphiczone","individualcount","infraspecificepithet","institutioncode","institutionid","institutionname","kingdom","latestageorhigheststage","latesteonorhighesteonothem","latestepochorhighestseries","latesteraorhighesterathem","latestperiodorhighestsystem","lithostratigraphicterms","locality","lowestbiostratigraphiczone","maxdepth","maxelevation","member","mindepth","minelevation","municipality","occurrenceid","order","phylum","query","recordnumber","recordset","scientificname","sort","specificepithet","startdayofyear","stateprovince","taxonid","taxonomicstatus","taxonrank","typestatus","uuid","verbatimeventdate","verbatimlocality","version","waterbody"
"26",NA,NA,"preservedspecimen",NA,"juglans cinerea","b153140","magnoliopsida","mil","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125261",NA,"p. ferguson",NA,"north america",NA,"united states","usa","oneida","7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2016-09-07T15:22:58.212325+00:00",0.202898550724638,NA,NA,NA,NA,NA,"254b07c0bfbf1a12bc38891de5f4f021259ed5c2",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"mpm","http://grbio.org/cool/7hds-psx6",NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clinton","d24708dd-fad1-44a5-bf6f-152eecb3652a","fagales","tracheophyta",NA,"12","c2767dde-1315-4d78-abf9-8e098dd588ab","juglans cinerea",NA,"cinerea",NA,"new york","3054352","accepted","species",NA,"02980b1a-d315-45a0-a009-639c05a6acb8",NA,NA,NA,NA
"27",NA,NA,"preservedspecimen",NA,"juglans cinerea","tenn-v-0077207","magnoliopsida",NA,"565b6f19-288f-4614-a4c9-b09448e96547",NA,NA,NA,"north america",NA,"united states","usa","van buren","7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-10-14T13:41:04.379841+00:00",0.159420289855072,NA,NA,NA,NA,NA,"43e408e6175b0eae6495b3f8221757e3d5f25f23",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"tenn",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85503396-caed-43d8-8595-045a58f197bc","fagales","tracheophyta",NA,NA,"d53132e6-7997-4850-8607-4fec5a3f9c3f","juglans cinerea",NA,"cinerea",NA,"tennessee","3054352","accepted","species",NA,"02b048ff-00fb-432e-b1e0-b0928716294e",NA,NA,NA,NA
"28",NA,NA,"preservedspecimen",NA,"juglans cinerea","nha-543323","magnoliopsida","nha","f2ffd5f6-eef6-4979-9cc8-29dc3304e0a2",NA,"m. drowne",NA,"north america",NA,"united states","usa","strafford","7ddf754f-d193-4cc9-b351-99906754a03b","1953-06-06T00:00:00+00:00","2016-04-21T13:39:39.967847+00:00",0.231884057971014,NA,NA,NA,NA,NA,"041ce26fdeb4c5ddf2336f6ad260ffd31544c352","1953-06-06","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,"university of new hampshire",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"behind smith hall",NA,NA,NA,NA,NA,NA,"durham","a6d02522-f94d-11e2-82ee-4e86b808fbd5","fagales","tracheophyta",NA,NA,"7644703a-ce24-4f7b-b800-66ddf8812f86","juglans cinerea",NA,"cinerea",157,"new hampshire","3054352","accepted","species",NA,"02ba83d4-dfe0-4384-901e-f4a871a0102a",NA,NA,NA,NA
"29",NA,NA,"preservedspecimen",NA,"juglans cinerea","288574","magnoliopsida","plants","f292c83d-305c-4b22-97cc-cd9c72e2931e",NA,"johnson, r.",NA,"north america",NA,"united states","usa","hennepin","7ddf754f-d193-4cc9-b351-99906754a03b","1962-10-15","2020-10-14T13:07:07.843232+00:00",0.188405797101449,NA,NA,NA,NA,NA,"f0a1e456dd07eb8def6f3b4fd7cda00919ca3b32",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"min",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a98e0164-4300-44e0-ac62-047c071c3d90","fagales","tracheophyta",NA,NA,"e2def7e2-1455-4856-9823-6d3738417d24","juglans cinerea",NA,"cinerea",288,"minnesota","3054352","accepted","species",NA,"02de9dc2-4bab-4384-9b53-43e1133ca575",NA,NA,NA,NA
"30",NA,NA,"preservedspecimen",NA,"juglans cinerea","371448","magnoliopsida","botany",NA,NA,"w.j.b.",NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2019-09-22T23:50:38.872592+00:00",0.217391304347826,NA,NA,NA,NA,NA,"2c817fdc697a8be3b6b77b58d2432434c7160b4f",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae, dicotyledonae, juglandales, juglandaceae",NA,1,NA,"us","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"plantae",NA,NA,NA,NA,NA,NA,"east of weil's house.",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3439e14e6-69c1-452f-97f2-976baa68964c","fagales","tracheophyta",NA,"s.n.","a6eee223-cf3b-4079-8bb2-b77dad8cae9d","juglans cinerea",NA,"cinerea",NA,"michigan","3054352","accepted","species",NA,"02e51b64-b845-4e36-9e68-d9096b1f20a8","transcribed d/m/y: 17/5/99",NA,NA,NA
"31",NA,NA,"preservedspecimen",NA,"juglans cinerea","uvmvt058493","magnoliopsida","vt","urn:lsid:biocol.org:col:15545",NA,NA,NA,"north america",7457,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2018-07-13T10:40:15.713444+00:00",0.188405797101449,NA,NA,NA,NA,NA,"31fb8a42a17767d6be943be1c2ea7c77bcbe54a9","0000-00-00","juglandaceae",NA,NA,"juglans",NA,-73.17413,43.6328,NA,TRUE,TRUE,NA,NA,NA,NA,"vt",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"castleton","13b4ec7a-f972-4a53-8b2f-082b5fdda336","fagales","tracheophyta",NA,NA,"ba54ba45-caac-4708-a389-ac94642976f8","juglans cinerea",NA,"cinerea",NA,"vermont","3054352","accepted","species",NA,"02e6d069-b8c2-4ddc-b793-099c1280005a",NA,NA,NA,NA
"32",NA,NA,"preservedspecimen",NA,"juglans cinerea","ncu00054345","magnoliopsida",NA,"17f2d0fa-39a6-4465-8055-1d6fc12eeda2",NA,"bell, c. ritchie",NA,"north america",1807,"united states","usa","swain","7ddf754f-d193-4cc9-b351-99906754a03b","1956-06-06T00:00:00+00:00","2020-11-06T22:17:35.853102+00:00",0.27536231884058,NA,NA,NA,NA,NA,"456b9673c8eec57ea3d59a6183f7febee6d0fc3f","1956-06-06","juglandaceae",NA,NA,"juglans",NA,-83.465714,35.325651,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ncu",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"3.4 miles from n.c. hwy. 28 on mica knob road",NA,NA,NA,NA,NA,NA,NA,"4508cb60-daca-4d6b-bd90-fb2c0f711580","fagales","tracheophyta",NA,"3129","4e3043a6-d48a-4a35-b5fb-f67d50cbc158","juglans cinerea",NA,"cinerea",158,"north carolina","3054352","accepted","species",NA,"02ec6b74-ff1c-4b1c-8ace-54227b6bf571",NA,NA,NA,NA
"33",NA,NA,"preservedspecimen",NA,"juglans cinerea","2160706","magnoliopsida","general",NA,NA,"cassandra karlsson & torbjörn tyler",NA,"europe",NA,"sweden","swe","vellinge","7ddf754f-d193-4cc9-b351-99906754a03b","2019-08-14","2020-07-24T19:59:09.828618+00:00",0.173913043478261,NA,NA,NA,NA,NA,"0471f85c833ee9db3bc58e0daed5eaa5d1e39c64",NA,"juglandaceae",NA,NA,"juglans",NA,13.00025,55.46112,NA,FALSE,FALSE,NA,NA,1,NA,"ld",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"n sundsgymnasiet",NA,NA,NA,NA,NA,NA,NA,"ld:general:2160706","fagales","tracheophyta",NA,NA,"f778ecc0-8371-49d5-9ab1-9d75f0b76fad","juglans cinerea",NA,"cinerea",226,"skåne","3054352","accepted","species",NA,"0301689a-5b66-41be-9ef6-472ffcc75040",NA,NA,NA,NA
"34",NA,NA,"preservedspecimen",NA,"juglans cinerea","v0053882wis","magnoliopsida",NA,"b20b8d91-3255-4926-93e6-af9c6ad60faf",NA,"fields, douglas",NA,"north america",NA,"united states","usa","price","7ddf754f-d193-4cc9-b351-99906754a03b","1995-09-11T00:00:00+00:00","2020-11-06T21:40:17.535713+00:00",0.246376811594203,NA,NA,NA,NA,NA,"4f744326ce34353f7287cf5b3d3397029f2b5d9b","1995-09-11","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"wis",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"spirit and north spirit lakes",NA,NA,NA,NA,NA,NA,NA,"e1e2b538-382e-4c32-bd84-2357e50b3aee","fagales","tracheophyta",NA,"2807","9e5aede6-bee5-4a3d-a255-513771b20035","juglans cinerea",NA,"cinerea",254,"wisconsin","3054352","accepted","species",NA,"0307118c-31af-4fdd-a88f-f1a163610afc",NA,NA,NA,NA
"35",NA,NA,"preservedspecimen",NA,"juglans cinerea","ncu00009767","magnoliopsida",NA,"17f2d0fa-39a6-4465-8055-1d6fc12eeda2",NA,"radford, a. e.",NA,"north america",3036,"united states","usa","swain","7ddf754f-d193-4cc9-b351-99906754a03b","1956-08-24T00:00:00+00:00","2020-11-06T22:17:35.853102+00:00",0.27536231884058,NA,NA,NA,NA,NA,"2575b32b037e916797ef18398594cb8056cd85ab","1956-08-24","juglandaceae",NA,NA,"juglans",NA,-83.445436,35.353151,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ncu",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"1 mile ese. of alarka",NA,NA,NA,NA,NA,NA,NA,"9183fd81-769f-4ae3-b26c-b7b7a3112322","fagales","tracheophyta",NA,"16935","4e3043a6-d48a-4a35-b5fb-f67d50cbc158","juglans cinerea",NA,"cinerea",237,"north carolina","3054352","accepted","species",NA,"03477ac7-c632-4265-b31c-9969f108fb79",NA,NA,NA,NA
"36",NA,NA,"preservedspecimen",NA,"juglans cinerea","v0112844wis","magnoliopsida",NA,"b20b8d91-3255-4926-93e6-af9c6ad60faf",NA,"gage, linda",NA,"north america",NA,"united states","usa","monroe","7ddf754f-d193-4cc9-b351-99906754a03b","1982-08-13T00:00:00+00:00","2020-11-06T21:40:17.535713+00:00",0.246376811594203,NA,NA,NA,NA,NA,"862b535a4feb7770efc321ba1f11294a8d6e9db2","1982-08-13","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"wis",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"lemon valley; military coordinates: x,y: 689000 4877500",NA,NA,NA,NA,NA,NA,NA,"ee4ab06b-56c5-43a1-8675-0d77647a8d59","fagales","tracheophyta",NA,"394","9e5aede6-bee5-4a3d-a255-513771b20035","juglans cinerea",NA,"cinerea",225,"wisconsin","3054352","accepted","species",NA,"03790ab9-1db4-4178-9c77-439b05bf0588",NA,NA,NA,NA
"37",NA,NA,"preservedspecimen",NA,"juglans cinerea","11334","magnoliopsida",NA,"a00c2322-ea10-4e7c-8955-a6ba71ea9ed8",NA,"d.a. zimmerman and a.d. zimmerman",NA,"north america",NA,"united states","usa","lapeer","7ddf754f-d193-4cc9-b351-99906754a03b","1972-07-30T00:00:00+00:00","2020-11-06T22:37:36.789969+00:00",0.260869565217391,NA,NA,NA,NA,NA,"9e221c230765650a56b8e84912de6715e37e18f2","1972-07-30","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"snm",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"goodland twp, along stine rd",NA,NA,NA,NA,NA,NA,NA,"67021a9b-9397-41a0-b3f4-7ebf1e48951f","fagales","tracheophyta",NA,"dazadz1978","1549b662-ec36-436a-8593-76f7642ec9e4","juglans cinerea",NA,"cinerea",212,"michigan","3054352","accepted","species",NA,"039e3cb9-123f-473a-8587-dec0a189300e","7/30/1972",NA,NA,NA
"38",NA,NA,"preservedspecimen",NA,"juglans cinerea","910020","magnoliopsida","plants","f292c83d-305c-4b22-97cc-cd9c72e2931e",NA,"smith, welby",NA,"north america",NA,"united states","usa","scott","7ddf754f-d193-4cc9-b351-99906754a03b","1994-10-15","2020-10-14T13:07:07.843232+00:00",0.188405797101449,NA,NA,NA,NA,NA,"80667a06599aedfd5e2607e25ce81b84abbc886c",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"min",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e817ac97-5235-4b12-a6b1-29e1e502aa66","fagales","tracheophyta",NA,NA,"e2def7e2-1455-4856-9823-6d3738417d24","juglans cinerea",NA,"cinerea",288,"minnesota","3054352","accepted","species",NA,"03ecf68c-b7f0-453e-8cfd-3c7a8a62823c",NA,NA,NA,NA
"39",NA,NA,"preservedspecimen",NA,"juglans cinerea","73886","magnoliopsida","botany",NA,NA,"sticht, edward",NA,"north america",NA,"united states","usa","niagara","7ddf754f-d193-4cc9-b351-99906754a03b","1991-07-25T00:00:00+00:00","2018-07-13T10:41:45.722274+00:00",0.246376811594203,NA,NA,NA,NA,NA,"7bf47f02d967fe1ba8b0b74f8478c7d64ac0fb77","1991-07-25","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"magnoliophyta | juglandaceae | juglans",NA,NA,NA,"buf","http://grbio.org/institution/buffalo-society-natural-sciences",NA,"plantae",NA,NA,NA,NA,NA,NA,"gasport road,, royalton, royalton ravine county park",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:buf:botany:73886","fagales","tracheophyta",NA,NA,"d478c23a-1993-443d-85ea-308870606626","juglans cinerea",NA,"cinerea",206,"new york","3054352","accepted","species",NA,"03fe51fb-4399-4c25-820a-fdce2012632c","jul. 25, 1991","usa | new york | niagara | gasport road,, royalton, royalton ravine county park",NA,NA
"40",NA,NA,"preservedspecimen",NA,"juglans cinerea","61480","magnoliopsida","botany",NA,NA,"chamot, amiel",NA,"north america",NA,"united states","usa","tompkins","7ddf754f-d193-4cc9-b351-99906754a03b","1888-05-21T00:00:00+00:00","2018-07-13T10:41:45.722274+00:00",0.246376811594203,NA,NA,NA,NA,NA,"071b23909c02c3a788b653f7e0b0681aaca225c5","1888-05-21","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"magnoliophyta | juglandaceae | juglans",NA,NA,NA,"buf","http://grbio.org/institution/buffalo-society-natural-sciences",NA,"plantae",NA,NA,NA,NA,NA,NA,",, ithaca,",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:buf:botany:61480","fagales","tracheophyta",NA,NA,"d478c23a-1993-443d-85ea-308870606626","juglans cinerea",NA,"cinerea",142,"new york","3054352","accepted","species",NA,"0403b095-f6b3-4dbb-94fb-4a61e8f2fa44","may 21, 1888","usa | new york | tompkins | ,, ithaca,",NA,NA
"41",NA,NA,"preservedspecimen",NA,"juglans cinerea","1349206","magnoliopsida",NA,"530a6200-b385-4cbd-b184-d60dd25d37e2",NA,"peter fritsch",NA,"north america",NA,"united states","usa","hillsdale","7ddf754f-d193-4cc9-b351-99906754a03b","1989-07-16T00:00:00+00:00","2018-08-24T10:24:49.688522+00:00",0.246376811594203,NA,NA,NA,NA,NA,"2b07f52ac8d1562a8a22c56ec250bd8f93f49d0f","1989-07-16","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"mich",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"e. side st. jospeh river, about 1/5 mi. s. of samson rd., about 21 km sw of hillsdale.",NA,NA,NA,NA,NA,NA,NA,"684353b2-b84e-4a3e-abb7-6ba23df3e0bd","fagales","tracheophyta",NA,"1120","b880344e-22b2-4540-a56a-1de5f5601a20","juglans cinerea",NA,"cinerea",197,"michigan","3054352","accepted","species",NA,"041d236b-f9d2-4b4e-84b9-6d98e84ddea2","16 jul 1989",NA,NA,NA
"42",NA,NA,"preservedspecimen",NA,"juglans cinerea","nha-543320","magnoliopsida","nha","f2ffd5f6-eef6-4979-9cc8-29dc3304e0a2",NA,"j. kirk",NA,"north america",NA,"united states","usa","strafford","7ddf754f-d193-4cc9-b351-99906754a03b","1940-05-01T00:00:00+00:00","2016-04-21T13:39:39.967847+00:00",0.231884057971014,NA,NA,NA,NA,NA,"7f58d397ac1f8379de6c09e3dc7d94da19ad2d60","1940-05-01","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,"university of new hampshire",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"university of new hampshire campus",NA,NA,NA,NA,NA,NA,"durham","a6d01513-f94d-11e2-82ee-4e86b808fbd5","fagales","tracheophyta",NA,NA,"7644703a-ce24-4f7b-b800-66ddf8812f86","juglans cinerea",NA,"cinerea",122,"new hampshire","3054352","accepted","species",NA,"0420cdaf-25e3-4b1e-83e9-a78463fbfd2d",NA,NA,NA,NA
"43",NA,NA,"preservedspecimen",NA,"juglans cinerea","dov0024267","magnoliopsida",NA,"c14e1b97-e72e-442b-b408-6c8b370a5d37",NA,"s. clemants; s. glenn",NA,"north america",NA,"united states","usa","westchester","7ddf754f-d193-4cc9-b351-99906754a03b","1995-11-08","2020-11-06T21:35:54.274803+00:00",0.202898550724638,NA,NA,NA,NA,NA,"73e076f6e65df5f5a21f5c8907e9948b40f43f74",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"dov",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25a47dd6-8d94-41a6-88b3-7522b5d6c448","fagales","tracheophyta",NA,NA,"910eadc8-8131-428c-b28a-91d0e2890f1d","juglans cinerea",NA,"cinerea",312,"new york","3054352","accepted","species",NA,"044af7c3-7291-4f73-a1bc-4a487a6bde89",NA,NA,NA,NA
"44",NA,NA,"preservedspecimen",NA,"juglans cinerea","no0045887","magnoliopsida","vascular plants","fe609977-5b39-49c5-905a-32ca83233244",NA,"eric sundell",NA,"north america",NA,"united states","usa","orange","7ddf754f-d193-4cc9-b351-99906754a03b","1975-07-26T00:00:00+00:00","2020-11-06T22:03:11.900689+00:00",0.246376811594203,NA,NA,NA,NA,NA,"5b13bfb54a9b47b3759a9f8fcb67f14b0e0cc211","1975-07-26","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"lsu",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3e23e788-0441-4a38-8b66-adb42de97a7c","fagales","tracheophyta",NA,"1282a","4523e216-ee13-4b15-a3f7-a6fd56431604","juglans cinerea",NA,"cinerea",207,"vermont","3054352","accepted","species",NA,"0461ff38-0cfd-445e-9d9c-ce10bc408284",NA,NA,NA,NA
"45",NA,NA,"preservedspecimen",NA,"juglans cinerea","ph00566615","magnoliopsida",NA,"019a3280-a69f-4312-bb30-8556e270f1a5",NA,NA,NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:42:11.998674+00:00",0.144927536231884,NA,NA,NA,NA,NA,"d4ff36317dc0fdd7928bd8384d2d74df4c79af11",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"ph",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0da90364-2101-4763-8edb-cfb6f97a7591","fagales","tracheophyta",NA,NA,"65536dcd-7bb2-44e5-af3f-4a13f08e53d0","juglans cinerea",NA,"cinerea",NA,"pennsylvania","3054352","accepted","species",NA,"0480a9c7-9783-4355-8f4d-2bf639982ca7",NA,NA,NA,NA
"46",NA,NA,"preservedspecimen",NA,"juglans cinerea","cm034041","magnoliopsida","botany","a3883acd-bc7d-40f2-a6e4-372a3435e5d1",NA,"jennings, o.e.",NA,"north america",1583,"united states","usa","bedford","7ddf754f-d193-4cc9-b351-99906754a03b","1941-06-15T00:00:00+00:00","2021-02-09T23:59:03.942712+00:00",0.304347826086957,NA,NA,NA,NA,NA,"ebfe2bdc36addb99f0961153a7c5a414beab4540","1941-06-15","juglandaceae",NA,NA,"juglans",NA,-78.72617,39.821925,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"cm",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,"gravel pit station, 5 mi ne of hyndman",NA,NA,NA,NA,NA,NA,NA,"f3f08b94-9618-481c-bcce-ff5ddde3de83","fagales","tracheophyta",NA,"s.n.","db6c3db9-1e6d-4def-af29-33aa0339bfa9","juglans cinerea",NA,"cinerea",166,"pennsylvania","3054352","accepted","species",NA,"04825e6d-f164-4063-ac5b-1da2382af7d6","15 jun 1941",NA,NA,NA
"47",NA,NA,"preservedspecimen",NA,"juglans cinerea","no0045889","magnoliopsida","vascular plants","fe609977-5b39-49c5-905a-32ca83233244",NA,"p. a. lemke",NA,"north america",NA,"canada","can",NA,"7ddf754f-d193-4cc9-b351-99906754a03b","1962-07-05T00:00:00+00:00","2020-11-06T22:03:11.900689+00:00",0.217391304347826,NA,NA,NA,NA,NA,"54d494c15016be677ec3daffea94566e93423071","1962-07-05","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"lsu",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e97cab7a-540b-4037-8e30-f1b16ea63fdb","fagales","tracheophyta",NA,"62202","4523e216-ee13-4b15-a3f7-a6fd56431604","juglans cinerea",NA,"cinerea",186,NA,"3054352","accepted","species",NA,"048513e6-5df0-4989-b927-2313074efb72",NA,NA,NA,NA
"48",NA,NA,"preservedspecimen",NA,"juglans cinerea","47538","magnoliopsida","vascular plants",NA,NA,"beal, william",NA,"north america",NA,"united states","usa",NA,"7ddf754f-d193-4cc9-b351-99906754a03b","1899-05-17T00:00:00+00:00","2015-02-20T15:52:56.819000+00:00",0.217391304347826,NA,NA,NA,NA,NA,"26ef6f54766ecf9c643970ff63ca6ffbddd12513","1899-5-17","juglandaceae","1",NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"msc","http://biocol.org/urn:lsid:biocol.org:col:15587",NA,"plantae",NA,NA,NA,NA,NA,NA,"herbarium, agricultural college, mich.; michigan agricultural college.",NA,NA,NA,NA,NA,NA,NA,"f09e0a50-3039-11e3-963d-8844b9d50285","fagales","tracheophyta",NA,NA,"05c029de-734c-450a-a41a-56061b7ebb18","juglans cinerea",NA,"cinerea",137,"michigan","3054352","accepted","species",NA,"049e9035-80a8-4844-ba14-b35b56eee4f3",NA,NA,NA,NA
"49",NA,NA,"preservedspecimen",NA,"juglans cinerea","000178505","magnoliopsida",NA,"5082277f-dd49-4b22-9e2d-746d2fb233b4",NA,NA,NA,"north america",NA,"united states","usa","buncombe","7ddf754f-d193-4cc9-b351-99906754a03b",NA,"2020-11-06T21:55:49.936938+00:00",0.159420289855072,NA,NA,NA,NA,NA,"bb1c6f43ca5cd8e2118fba63b38ff21a0f04c409",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,TRUE,TRUE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"fsu",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:d8db4229-f07e-49ef-b365-ad5979ce1859","fagales","tracheophyta",NA,NA,"ddef79ec-043c-4027-9876-c4a298feff6d","juglans cinerea",NA,"cinerea",NA,"north carolina","3054352","accepted","species",NA,"04aa06f2-bdc5-4f5a-8fd8-d5e47b91f8cd",NA,NA,NA,NA
"50",NA,NA,"preservedspecimen",NA,"juglans cinerea","brit120991","magnoliopsida","vdb","9bec1885-8556-470e-80f3-f31ed15228b0",NA,"r. kral",NA,"north america",NA,"united states","usa","putnam","7ddf754f-d193-4cc9-b351-99906754a03b","1992-01-04","2021-01-01T09:08:47.852700+00:00",0.217391304347826,NA,NA,NA,NA,NA,"8426f999758fdfaa0cf0a41ebda6e03b39241c8a",NA,"juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,"plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|fagales|juglandaceae|juglans",NA,NA,NA,"vdb",NA,NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11bdbde6-aba6-4048-8104-46c711e040ed","fagales","tracheophyta",NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c","juglans cinerea",NA,"cinerea",4,"tennessee","3054352","accepted","species",NA,"04dfc8d6-4126-4c24-844e-4a44cbe566c6",NA,NA,NA,NA
"51",NA,NA,"preservedspecimen",NA,"juglans cinerea","b68302","magnoliopsida","mil","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125261",NA,"h. smith",NA,"north america",NA,"united states","usa","outagamie","7ddf754f-d193-4cc9-b351-99906754a03b","1929-08-23T00:00:00+00:00","2016-09-07T15:22:58.212325+00:00",0.246376811594203,NA,NA,NA,NA,NA,"7c80ddac0110a9be4d434247dc4c44b31c50ee00","1929-08-23","juglandaceae",NA,NA,"juglans",NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,"mpm","http://grbio.org/cool/7hds-psx6",NA,"plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oneida","f50d3865-e91a-42df-897b-32853ee61bd7","fagales","tracheophyta",NA,"9445","c2767dde-1315-4d78-abf9-8e098dd588ab","juglans cinerea",NA,"cinerea",235,"wisconsin","3054352","accepted","species",NA,"04f6f887-78b0-40b4-a729-0b0fb7e7f3f5",NA,NA,NA,NA
